ORD. GROUP,Entry Month,Sales Office,DATE OF CREATION (mm/dd/yyyy),Order Category,INDENT / ORD PRO. ID,SAP Entry ,CUSTOMER,SO NO (FAK),YGSP SO NO,SO item No.,MODEL CODE,QTY,SO BASIC VALUE,CDD (mm/dd/yyyy),BASE MODEL,CAP. MOD,WET. Part,CAP. CATG,B/O O R,SEAL Reqt.,SEAL Vendor,M+TT,TRADING FOB,PAYMENT TYPE,INSPN,CDD WEEK,LD Clause,MC DATE (mm/dd/yyyy),Matl Req DATE (mm/dd/yyyy),.,Billing Month,Part. del. Accept,BASE,Protocol,CAP. Mod,Wet. Part,P-Connect,C-Bolt,Install.,Amp-Hous.,Ele.,IND,Mount,OPTIONS,Tokuchu,"LM Tokuchu 
(Yes / No) ",Parts Avail. Date  (mm/dd/yyyy),LM Readiness Date,MFG Status,"SCH. Date
(mm/dd/yyyy)",FG date   (mm/dd/yyyy),FG Material Status,DESP Date,DESP Month,Remarks,END USER,END USER CODE,Seal Rediness Date,Seal MC Remarks,Consolidate,RON / PL,TOKUCHU No.,Nov-21,OPD,PPMG Plan,,
PPMG,Oct-21,Pune,10/27/2021,Toh-Toh,38276,NO,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS PVT.LTD,PPI2100583,,,EJA110E-JHS5J-912EB/KF22,1, -   ,,EJA110E,H,S,Std,,Y,WIKA,M+T,,CREDIT,,1,N,,,,12/31/2021,,EJA110E,J,H,S,5,J,9,1,2,E,B,/KF22,-,,1/10/2022,1/12/2022,Forecast,,,,,,,,,,,,Vidish Sharma K,,12/31/2021,#N/A,#N/A,#N/A,
PPMG,Oct-21,Pune,10/27/2021,Toh-Toh,38276,NO,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS PVT.LTD,PPI2100583,,,EJA110E-JMS5J-912EB/KF22,3, -   ,,EJA110E,M,S,Std,,Y,WIKA,M+T,,CREDIT,,1,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,B,/KF22,-,,1/10/2022,1/12/2022,Forecast,,,,,,,,,,,,Vidish Sharma K,,12/31/2021,#N/A,#N/A,#N/A,
PPMG,Oct-21,Pune,10/27/2021,Toh-Toh,38276,NO,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS PVT.LTD,PPI2100583,,,EJA530E-JBS7N-012EL/KF22,1, -   ,,EJA530E,B,S,Std,,Y,WIKA,M+T,,CREDIT,,1,N,,,,12/31/2021,,EJA530E,J,B,S,7,N,0,1,2,E,L,/KF22,-,,1/10/2022,1/12/2022,Forecast,,,,,,,,,,,,Vidish Sharma K,,12/31/2021,#N/A,#N/A,#N/A,
PPMG,Oct-21,Pune,10/27/2021,Toh-Toh,38276,NO,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS PVT.LTD,PPI2100583,,,EJA530E-JCS7N-012EL/KF22,1, -   ,,EJA530E,C,S,Std,,Y,WIKA,M+T,,CREDIT,,1,N,,,,12/31/2021,,EJA530E,J,C,S,7,N,0,1,2,E,L,/KF22,-,,1/10/2022,1/12/2022,Forecast,,,,,,,,,,,,Vidish Sharma K,,12/31/2021,#N/A,#N/A,#N/A,
PPMG,Oct-21,Pune,10/27/2021,Toh-Toh,38266,NO,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS PVT.LTD,PPI2100584,,,EJA110E-JMS5J-912ED,2, -   ,,EJA110E,M,S,Std,,Y,WIKA,M+T,,CREDIT,,1,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,D,,-,,1/10/2022,1/12/2022,Forecast,,,,,,,,,,,,Vidish Sharma K,,12/31/2021,#N/A,#N/A,#N/A,
PPMG,Oct-21,Pune,10/27/2021,Toh-Toh,38257,NO,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS PVT.LTD,PPI2100585,,,EJA110E-JMS5J-912ED,2, -   ,,EJA110E,M,S,Std,,Y,WIKA,M+T,,CREDIT,,1,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,D,,-,,1/10/2022,1/12/2022,Forecast,,,,,,,,,,,,Vidish Sharma K,,12/31/2021,#N/A,#N/A,#N/A,
PPMG,Oct-21,Pune,10/27/2021,Toh-Toh,38268,NO,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS PVT.LTD,PPI2100586,,,EJA110E-JMS5J-912ED,1, -   ,,EJA110E,M,S,Std,,Y,WIKA,M+T,,CREDIT,,1,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,D,,-,,1/10/2022,1/12/2022,Forecast,,,,,,,,,,,,Vidish Sharma K,,12/31/2021,#N/A,#N/A,#N/A,
PPMG,Oct-21,Pune,10/27/2021,Toh-Toh,38270,NO,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS PVT.LTD,PPI2100588,,,EJA110E-JMS5J-912ED,1, -   ,,EJA110E,M,S,Std,,Y,WIKA,M+T,,CREDIT,,1,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,D,,-,,1/10/2022,1/12/2022,Forecast,,,,,,,,,,,,Vidish Sharma K,,12/31/2021,#N/A,#N/A,#N/A,
PPMG,Oct-21,Pune,10/27/2021,Toh-Toh,38260,NO,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS PVT.LTD,PPJ2100632,,,EJA110E-JMS5J-912ED,1, -   ,,EJA110E,M,S,Std,,Y,WIKA,M+T,,CREDIT,,1,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,D,,-,,1/10/2022,1/12/2022,Forecast,,,,,,,,,,,,Vidish Sharma K,,12/31/2021,#N/A,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/28/2021,Toh-Toh,36680,YES,GUJARAT FLUOROCHEMICALS LIMITED,FBG21M0927,2007607120,20,EJA110E-JMS5J-912EB,3," 107,250.00 ",9/28/2021,EJA110E,M,S,Std,,N,-,M+TT,12/14/2021,PI,,40,Y,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,GUJARAT FLUOROCHEMICALS LIMITED,200323738,,,,Sridharan K,,1/31/2022,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/28/2021,Toh-Toh,36680,YES,GUJARAT FLUOROCHEMICALS LIMITED,FBG21M0927,2007607120,30,EJA530E-JCS7N-012EL,1," 25,630.00 ",9/28/2021,EJA530E,C,S,Std,,N,-,M+TT,12/14/2021,PI,,40,Y,,,,12/31/2021,,EJA530E,J,C,S,7,N,0,1,2,E,L,,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,GUJARAT FLUOROCHEMICALS LIMITED,200323738,,,,Sridharan K,,1/31/2022,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/28/2021,Toh-Toh,36680,YES,GUJARAT FLUOROCHEMICALS LIMITED,FBG21M0927,2007607120,50,EJA110E-JMS4J-912EB/KU22,2," 76,116.00 ",9/28/2021,EJA110E,M,S,Std,,N,-,M+TT,12/14/2021,PI,,40,Y,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,/KU22,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,GUJARAT FLUOROCHEMICALS LIMITED,200323738,,,,Sridharan K,,1/31/2022,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/30/2021,Toh-Toh,38669,YES,"CHEMINOVA INDIA LTD.,",MBJ2101422,2007808681,10,EJA110E-JMS5G-912EB/KU22,1," 36,000.00 ",1/5/2022,EJA110E,M,S,Std,,N,-,M,---,PI,,2,N,,,,12/31/2021,,EJA110E,J,M,S,5,G,9,1,2,E,B,/KU22,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,"CHEMINOVA INDIA LTD.,",200295602,,,,Salil Sukumaran Akkadan .,,11/30/2021,CF-Nov 21,#N/A,#N/A,
PPMG,Oct-21,Baroda,10/30/2021,Toh-Toh,36995,YES,LARSEN & TOUBRO LIMITED (L&T POWER SBG),PBG21M0950,2007820524,4070,EJA530E-JBS4N-012EL/D4,48," 1,353,120.00 ",1/17/2022,EJA530E,Z,S,Tokuchu,,Y,WIKA,M+T,4/25/2022,CREDIT,,4,Y,12/7/2021,12/10/2021,,12/31/2021,,EJA530E,J,Z,S,4,N,0,1,2,E,L,/D4 (B - Capsule),Y,YES,12/28/2021,12/30/2021,MC Recd,,,,,,,DAMODAR VALLEY CORPORATION,200256656,1/15/2022,,,Kishore Kumar G,AXEA001J-0006-000,12/31/2021,0,Jan-22,Jan-22,
PPMG,Oct-21,Baroda,10/30/2021,Toh-Toh,36995,YES,LARSEN & TOUBRO LIMITED (L&T POWER SBG),PBG21M0950,2007820524,4080,EJA530E-JBS4N-012EL/D4,5," 140,950.00 ",1/17/2022,EJA530E,Z,S,Tokuchu,,Y,WIKA,M+T,4/25/2022,CREDIT,,4,Y,12/7/2021,12/10/2021,,12/31/2021,,EJA530E,J,Z,S,4,N,0,1,2,E,L,/D4 (B - Capsule),Y,YES,12/28/2021,12/30/2021,MC Recd,,,,,,,DAMODAR VALLEY CORPORATION,200256656,1/15/2022,,,Kishore Kumar G,AXEA001J-0006-000,12/31/2021,0,Jan-22,Jan-22,
PPMG,Oct-21,Baroda,10/30/2021,Toh-Toh,36995,YES,LARSEN & TOUBRO LIMITED (L&T POWER SBG),PBG21M0950,2007820524,4190,EJA110E-JMSWJ-912EB/D4,8," 354,992.00 ",1/17/2022,EJA110E,M,S,Std,,Y,WIKA,M+T,4/25/2022,CREDIT,,4,Y,12/7/2021,12/10/2021,,12/31/2021,,EJA110E,J,M,S,W,J,9,1,2,E,B,/D4,-,,12/28/2021,12/30/2021,MC Recd,,,,,,,DAMODAR VALLEY CORPORATION,200256656,1/15/2022,,,Kishore Kumar G,,12/31/2021,0,Jan-22,Jan-22,
PPMG,Oct-21,Baroda,10/30/2021,Toh-Toh,36995,YES,LARSEN & TOUBRO LIMITED (L&T POWER SBG),PBG21M0950,2007820524,4200,EJA110E-JMSWJ-912EB/D4,1," 44,374.00 ",1/17/2022,EJA110E,M,S,Std,,Y,WIKA,M+T,4/25/2022,CREDIT,,4,Y,12/7/2021,12/10/2021,,12/31/2021,,EJA110E,J,M,S,W,J,9,1,2,E,B,/D4,-,,12/28/2021,12/30/2021,MC Recd,,,,,,,DAMODAR VALLEY CORPORATION,200256656,1/15/2022,,,Kishore Kumar G,,12/31/2021,0,Jan-22,Jan-22,
PPMG,Oct-21,Baroda,10/30/2021,Toh-Toh,36992,YES,LARSEN & TOUBRO LIMITED (L&T POWER SBG),PBG21M0951,2007823491,4070,EJA530E-JBS4N-012EL/D4,45," 1,151,550.00 ",2/1/2022,EJA530E,Z,S,Tokuchu,,Y,WIKA,M+T,4/25/2022,CREDIT,,6,Y,12/7/2021,12/10/2021,,12/31/2021,,EJA530E,J,Z,S,4,N,0,1,2,E,L,/D4 (B - Capsule),Y,YES,12/28/2021,12/30/2021,MC Recd,,,,,,,DAMODAR VALLEY CORPORATION,200273025,1/15/2022,,,Kishore Kumar G,AXEA001J-0006-000,12/31/2021,0,Jan-22,Jan-22,
PPMG,Oct-21,Baroda,10/30/2021,Toh-Toh,36992,YES,LARSEN & TOUBRO LIMITED (L&T POWER SBG),PBG21M0951,2007823491,4080,EJA530E-JBS4N-012EL/D4,5," 127,950.00 ",2/1/2022,EJA530E,Z,S,Tokuchu,,Y,WIKA,M+T,4/25/2022,CREDIT,,6,Y,12/7/2021,12/10/2021,,12/31/2021,,EJA530E,J,Z,S,4,N,0,1,2,E,L,/D4 (B - Capsule),Y,YES,12/28/2021,12/30/2021,MC Recd,,,,,,,DAMODAR VALLEY CORPORATION,200273025,1/15/2022,,,Kishore Kumar G,AXEA001J-0006-000,12/31/2021,0,Jan-22,Jan-22,
PPMG,Oct-21,Baroda,10/30/2021,Toh-Toh,36992,YES,LARSEN & TOUBRO LIMITED (L&T POWER SBG),PBG21M0951,2007823491,4190,EJA110E-JMSWJ-912EB/D4,8," 328,192.00 ",2/1/2022,EJA110E,M,S,Std,,Y,WIKA,M+T,4/25/2022,CREDIT,,6,Y,12/7/2021,12/10/2021,,12/31/2021,,EJA110E,J,M,S,W,J,9,1,2,E,B,/D4,-,,12/28/2021,12/30/2021,MC Recd,,,,,,,DAMODAR VALLEY CORPORATION,200273025,1/15/2022,,,Kishore Kumar G,,12/31/2021,0,Jan-22,Jan-22,
PPMG,Oct-21,Baroda,10/30/2021,Toh-Toh,36992,YES,LARSEN & TOUBRO LIMITED (L&T POWER SBG),PBG21M0951,2007823491,4200,EJA110E-JMSWJ-912EB/D4,1," 41,024.00 ",2/1/2022,EJA110E,M,S,Std,,Y,WIKA,M+T,4/25/2022,CREDIT,,6,Y,12/7/2021,12/10/2021,,12/31/2021,,EJA110E,J,M,S,W,J,9,1,2,E,B,/D4,-,,12/28/2021,12/30/2021,MC Recd,,,,,,,DAMODAR VALLEY CORPORATION,200273025,1/15/2022,,,Kishore Kumar G,,12/31/2021,0,Jan-22,Jan-22,
PPMG,Oct-21,Baroda,10/30/2021,Toh-Toh,36992,YES,LARSEN & TOUBRO LIMITED (L&T POWER SBG),PBG21M0951,2007823491,4390,EJA530E-JBS4N-012EL/D4,4," 102,360.00 ",2/1/2022,EJA530E,Z,S,Tokuchu,,Y,WIKA,M+T,4/25/2022,CREDIT,,6,Y,12/7/2021,12/10/2021,,12/31/2021,,EJA530E,J,Z,S,4,N,0,1,2,E,L,/D4 (B - Capsule),Y,YES,12/28/2021,12/30/2021,MC Recd,,,,,,,DAMODAR VALLEY CORPORATION,200273025,1/15/2022,,,Kishore Kumar G,AXEA001J-0006-000,12/31/2021,0,Jan-22,Jan-22,
PPMG,Oct-21,Baroda,10/30/2021,Toh-Toh,36715,YES,LARSEN & TOUBRO LIMITED (L&T POWER SBG),PBG21M0899,2007829183,4090,EJA530E-JBS4N-012EL/D4,49," 1,381,310.00 ",2/1/2022,EJA530E,Z,S,Tokuchu,,Y,WIKA,M+T,4/25/2022,CREDIT,,6,Y,12/7/2021,12/10/2021,,12/31/2021,,EJA530E,J,Z,S,4,N,0,1,2,E,L,/D4 (B - Capsule),Y,YES,12/28/2021,12/30/2021,MC Recd,,,,,,,DAMODAR VALLEY CORPORATION,200256657,1/15/2022,,,Kishore Kumar G,AXEA001J-0006-000,12/31/2021,0,Jan-22,Jan-22,
PPMG,Oct-21,Baroda,10/30/2021,Toh-Toh,36715,YES,LARSEN & TOUBRO LIMITED (L&T POWER SBG),PBG21M0899,2007829183,4100,EJA530E-JBS4N-012EL/D4,5," 140,950.00 ",2/1/2022,EJA530E,Z,S,Tokuchu,,Y,WIKA,M+T,4/25/2022,CREDIT,,6,Y,12/7/2021,12/10/2021,,12/31/2021,,EJA530E,J,Z,S,4,N,0,1,2,E,L,/D4 (B - Capsule),Y,YES,12/28/2021,12/30/2021,MC Recd,,,,,,,DAMODAR VALLEY CORPORATION,200256657,1/15/2022,,,Kishore Kumar G,AXEA001J-0006-000,12/31/2021,0,Jan-22,Jan-22,
PPMG,Oct-21,Baroda,10/30/2021,Toh-Toh,36715,YES,LARSEN & TOUBRO LIMITED (L&T POWER SBG),PBG21M0899,2007829183,4210,EJA110E-JMSWJ-912EB/D4,8," 354,992.00 ",2/1/2022,EJA110E,M,S,Std,,Y,WIKA,M+T,4/25/2022,CREDIT,,6,Y,12/7/2021,12/10/2021,,12/31/2021,,EJA110E,J,M,S,W,J,9,1,2,E,B,/D4,-,,12/28/2021,12/30/2021,MC Recd,,,,,,,DAMODAR VALLEY CORPORATION,200256657,1/15/2022,,,Kishore Kumar G,,12/31/2021,0,Jan-22,Jan-22,
PPMG,Oct-21,Baroda,10/30/2021,Toh-Toh,36715,YES,LARSEN & TOUBRO LIMITED (L&T POWER SBG),PBG21M0899,2007829183,4220,EJA110E-JMSWJ-912EB/D4,1," 44,374.00 ",2/1/2022,EJA110E,M,S,Std,,Y,WIKA,M+T,4/25/2022,CREDIT,,6,Y,12/7/2021,12/10/2021,,12/31/2021,,EJA110E,J,M,S,W,J,9,1,2,E,B,/D4,-,,12/28/2021,12/30/2021,MC Recd,,,,,,,DAMODAR VALLEY CORPORATION,200256657,1/15/2022,,,Kishore Kumar G,,12/31/2021,0,Jan-22,Jan-22,
Discrete,Oct-21,Mumbai,10/31/2021,Toh-Toh,38488,YES,ZEECO INDIA PVT LTD.,FMJ21M0667,2007778118,30,EJA110E-JMS5G-914ED/SF2/A/M01/T12/N4/HAC,2," 119,850.00 ",12/31/2021,EJA110E,M,S,Exotic,,N,-,M+T,12/16/2021,PI,,53,Y,,,,12/31/2021,,EJA110E,J,M,S,5,G,9,1,4,E,D,/SF2/A/M01/T12/N4/HAC,-,,11/26/2021,11/30/2021,MC awtd,,,,,,,BRITISH PETROLEUM BPTT JUNIPER PLATFORM,200209118,,,,Surmica Mukherjee,,1/31/2022,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Mumbai,10/31/2021,Toh-Toh,38488,YES,ZEECO INDIA PVT LTD.,FMJ21M0667,2007778118,40,EJA530E-JBS7N-014EN/SF2/A/C2/T06/N4/M15/HAC,1," 49,925.00 ",12/31/2021,EJA530E,B,S,Std,,N,-,M+T,12/16/2021,PI,,53,Y,,,,12/31/2021,,EJA530E,J,B,S,7,N,0,1,4,E,N,/SF2/A/C2/T06/N4/M15/HAC,-,,11/26/2021,11/30/2021,MC awtd,,,,,,,BRITISH PETROLEUM BPTT JUNIPER PLATFORM,200209118,,,,Surmica Mukherjee,,1/31/2022,Dec-21,#N/A,#N/A,
PPMG,Oct-21,Mumbai,10/31/2021,Toh-Toh,38641,YES,ULTRATECH CEMENT LIMITED,PMJ21M0702,2007837439,10,EJA110E-JFS5G-912EB,52," 1,301,144.00 ",1/5/2022,EJA110E,F,S,Std,,N,-,M+TT,12/21/2021,CREDIT,,2,Y,,,,12/31/2021,,EJA110E,J,F,S,5,G,9,1,2,E,B,,-,,2/8/2022,2/10/2022,MC awtd,,,,,,,ULTRATECH CEMENT LIMITED,200294478,,,,Vinoth G R,,12/31/2021,Dec-21,12/19/2021,12/19/2021,
PPMG,Oct-21,Mumbai,10/31/2021,Toh-Toh,38641,YES,ULTRATECH CEMENT LIMITED,PMJ21M0702,2007837439,20,EJA110E-JMS5G-912EB,8," 179,116.00 ",1/5/2022,EJA110E,M,S,Std,,N,-,M+TT,12/21/2021,CREDIT,,2,Y,,,,12/31/2021,,EJA110E,J,M,S,5,G,9,1,2,E,B,,-,,2/8/2022,2/10/2022,MC awtd,,,,,,,ULTRATECH CEMENT LIMITED,200294478,,,,Vinoth G R,,12/31/2021,Dec-21,12/19/2021,12/19/2021,
PPMG,Oct-21,Mumbai,10/31/2021,Toh-Toh,38641,YES,ULTRATECH CEMENT LIMITED,PMJ21M0702,2007837439,30,EJA530E-JAS4N-012EL,4," 66,226.00 ",1/5/2022,EJA530E,A,S,Std,,N,-,M+TT,12/21/2021,CREDIT,,2,Y,,,,12/31/2021,,EJA530E,J,A,S,4,N,0,1,2,E,L,,-,,2/8/2022,2/10/2022,MC awtd,,,,,,,ULTRATECH CEMENT LIMITED,200294478,,,,Vinoth G R,,12/31/2021,Dec-21,12/19/2021,12/19/2021,
PPMG,Oct-21,Mumbai,10/31/2021,Toh-Toh,38641,YES,ULTRATECH CEMENT LIMITED,PMJ21M0702,2007837439,40,EJA530E-JBS4N-012EL,4," 66,226.00 ",1/5/2022,EJA530E,B,S,Std,,N,-,M+TT,12/21/2021,CREDIT,,2,Y,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,2/8/2022,2/10/2022,MC awtd,,,,,,,ULTRATECH CEMENT LIMITED,200294478,,,,Vinoth G R,,12/31/2021,Dec-21,12/19/2021,12/19/2021,
PPMG,Oct-21,Chennai,10/31/2021,Toh-Toh,38137,YES,ENTECH CONSULTANCY BUREAU (MADRAS) PVT. LTD,PCI21M0657,2007835498,4040,EJA530E-JBS4N-012EN,3," 88,209.00 ",11/25/2021,EJA530E,B,S,Std,,Y,WIKA,M+T,1/10/2022,PDC,,48,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,N,,-,,11/26/2021,11/30/2021,MC awtd,,,,,,,"SAHYADRI SAHAKARI SAKHAR KARKHANA LTD.,",200120801,,,,Vidish Sharma K,,12/31/2021,0,1/15/2022,1/15/2022,
PPMG,Oct-21,Pune,10/31/2021,Toh-Toh,38255,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS PVT.LTD,PPI21M0587,2007837298,4040,EJA110E-JMSWJ-912EB,1," 54,800.22 ",12/30/2021,EJA110E,M,S,Std,,Y,WIKA,M+TT,12/15/2021,CREDIT,,53,Y,,,,12/31/2021,,EJA110E,J,M,S,W,J,9,1,2,E,B,,-,,12/27/2021,12/29/2021,MC awtd,,,,,,,CALCOM CEMENT INDIA LTD,200320467,,,,Vidish Sharma K,,11/30/2021,Dec-21,1/15/2022,1/15/2022,
PPMG,Oct-21,Pune,10/31/2021,Toh-Toh,38274,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS PVT.LTD,PPI21M0590,2007837556,4150,EJA110E-JMSWJ-912EB,1," 54,800.22 ",12/30/2021,EJA110E,M,S,Std,,Y,WIKA,M+TT,3/8/2022,CREDIT,,53,Y,,,,12/31/2021,,EJA110E,J,M,S,W,J,9,1,2,E,B,,-,,12/27/2021,12/29/2021,MC awtd,,,,,,,CALCOM CEMENT INDIA LTD,200320467,,,,Vidish Sharma K,,11/30/2021,Dec-21,1/15/2022,1/15/2022,
PPMG,Oct-21,Pune,10/31/2021,Toh-Toh,38274,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS PVT.LTD,PPI21M0590,2007837556,4210,EJA110E-JMSWJ-912EB,1," 54,800.22 ",12/30/2021,EJA110E,M,S,Std,,Y,WIKA,M+TT,3/8/2022,CREDIT,,53,Y,,,,12/31/2021,,EJA110E,J,M,S,W,J,9,1,2,E,B,,-,,12/27/2021,12/29/2021,MC awtd,,,,,,,CALCOM CEMENT INDIA LTD,200320467,,,,Vidish Sharma K,,11/30/2021,Dec-21,1/15/2022,1/15/2022,
Discrete,Nov-21,Baroda,11/9/2021,Toh-Toh,37792,YES,GUJARAT FLUOROCHEMICALS LIMITED,MBI2101231,2007731160,10,EJA110E-JMS4J-912EB/KU22,1," 38,058.00 ",11/5/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,45,Y,12/6/2021,12/9/2021,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,/KU22,-,,12/7/2021,12/9/2021,MC Recd,,,,,,,GUJARAT FLUOROCHEMICALS LIMITED,200323738,,,,Salil Sukumaran Akkadan .,,11/30/2021,Dec-21,#N/A,#N/A,
Discrete,Nov-21,Baroda,11/9/2021,Toh-Toh,37784,YES,GUJARAT FLUOROCHEMICALS LIMITED,MBI2101232,2007731165,10,EJA110E-JMS5J-912EB,1," 35,750.00 ",11/18/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,47,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,12/7/2021,12/9/2021,MC awtd,,,,,,,GUJARAT FLUOROCHEMICALS LIMITED,200323738,,,,Salil Sukumaran Akkadan .,,11/30/2021,Dec-21,#N/A,#N/A,
Discrete,Nov-21,Delhi,11/9/2021,Toh-Toh,38832,YES,CHEEMA BOILERS LIMITED,FDJ21M0595,2007820589,10,EJA110E-JMS5J-912EB,4," 104,000.00 ",12/27/2021,EJA110E,M,S,Std,,N,-,M+T,3/9/2022,PI,,53,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,12/7/2021,12/9/2021,MC awtd,,,,,,,CHEEMA BOILERS LIMITED,200156386,,,,Salil Sukumaran Akkadan .,,12/31/2021,0,#N/A,#N/A,
Discrete,Nov-21,Delhi,11/9/2021,Toh-Toh,38832,YES,CHEEMA BOILERS LIMITED,FDJ21M0595,2007820589,20,EJA110E-JMS5J-912EB,2," 52,000.00 ",12/27/2021,EJA110E,M,S,Std,,N,-,M+T,3/9/2022,PI,,53,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,12/7/2021,12/9/2021,MC awtd,,,,,,,CHEEMA BOILERS LIMITED,200156386,,,,Salil Sukumaran Akkadan .,,12/31/2021,0,#N/A,#N/A,
Discrete,Nov-21,Delhi,11/9/2021,Toh-Toh,38832,YES,CHEEMA BOILERS LIMITED,FDJ21M0595,2007820589,30,EJA110E-JMS5J-912EB,1," 26,000.00 ",12/27/2021,EJA110E,M,S,Std,,N,-,M+T,3/9/2022,PI,,53,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,12/7/2021,12/9/2021,MC awtd,,,,,,,CHEEMA BOILERS LIMITED,200156386,,,,Salil Sukumaran Akkadan .,,12/31/2021,0,#N/A,#N/A,
Discrete,Nov-21,Delhi,11/9/2021,Toh-Toh,38832,YES,CHEEMA BOILERS LIMITED,FDJ21M0595,2007820589,40,EJA530E-JCS4N-012EL,2," 45,500.00 ",12/27/2021,EJA530E,C,S,Std,,N,-,M+T,3/9/2022,PI,,53,N,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,,-,,12/7/2021,12/9/2021,MC awtd,,,,,,,CHEEMA BOILERS LIMITED,200156386,,,,Salil Sukumaran Akkadan .,,12/31/2021,0,#N/A,#N/A,
Discrete,Nov-21,Delhi,11/9/2021,Toh-Toh,38832,YES,CHEEMA BOILERS LIMITED,FDJ21M0595,2007820589,50,EJA530E-JBS4N-012EL,1," 22,750.00 ",12/27/2021,EJA530E,B,S,Std,,N,-,M+T,3/9/2022,PI,,53,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,12/7/2021,12/9/2021,MC awtd,,,,,,,CHEEMA BOILERS LIMITED,200156386,,,,Salil Sukumaran Akkadan .,,12/31/2021,0,#N/A,#N/A,
Discrete,Nov-21,Delhi,11/9/2021,Toh-Toh,38832,YES,CHEEMA BOILERS LIMITED,FDJ21M0595,2007820589,60,EJA110E-JMS4J-912EB,1," 27,000.00 ",12/27/2021,EJA110E,M,S,Std,,N,-,M+T,3/9/2022,PI,,53,N,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,,-,,12/7/2021,12/9/2021,MC awtd,,,,,,,CHEEMA BOILERS LIMITED,200156386,,,,Salil Sukumaran Akkadan .,,12/31/2021,0,#N/A,#N/A,
Discrete,Nov-21,Baroda,11/9/2021,Toh-Toh,38892,YES,NAVIN FLUORINE INTERNATIONAL LTD.,MBJ2101441,2007820682,10,EJA530E-JBS4N-012EL/KU22,2," 65,710.00 ",12/30/2021,EJA530E,B,S,Std,,N,-,M,---,PI,,53,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22,-,,12/7/2021,12/9/2021,MC awtd,,,,,,,NAVIN FLUORINE INTERNATIONAL LTD.,200255821,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Nov-21,Baroda,11/9/2021,Toh-Toh,38877,YES,VARDHMAN ACRYLICS LIMITED,MBJ2101443,2007821681,10,EJA110E-DMS4G-912EB/KU22,1," 37,450.00 ",12/31/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,53,N,12/6/2021,12/9/2021,,12/31/2021,,EJA110E,D,M,S,4,G,9,1,2,E,B,/KU22,-,,12/7/2021,12/9/2021,MC Recd,,,,,,,VARDHMAN ACRYLICS LIMITED,200256178,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
