ORD. GROUP,Entry Month,Sales Office,DATE OF CREATION (mm/dd/yyyy),Order Category,INDENT / ORD PRO. ID,SAP Entry ,CUSTOMER,SO NO (FAK),YGSP SO NO,SO item No.,MODEL CODE,QTY,SO BASIC VALUE,CDD (mm/dd/yyyy),BASE MODEL,CAP. MOD,WET. Part,CAP. CATG,B/O O R,SEAL Reqt.,SEAL Vendor,M+TT,TRADING FOB,PAYMENT TYPE,INSPN,CDD WEEK,LD Clause,MC DATE (mm/dd/yyyy),Matl Req DATE (mm/dd/yyyy),.,Billing Month,Part. del. Accept,BASE,Protocol,CAP. Mod,Wet. Part,P-Connect,C-Bolt,Install.,Amp-Hous.,Ele.,IND,Mount,OPTIONS,Tokuchu,"LM Tokuchu 
(Yes / No) ",Parts Avail. Date  (mm/dd/yyyy),LM Readiness Date,MFG Status,"SCH. Date
(mm/dd/yyyy)",FG date   (mm/dd/yyyy),FG Material Status,DESP Date,DESP Month,Remarks,END USER,END USER CODE,Seal Rediness Date,Seal MC Remarks,Consolidate,RON / PL,TOKUCHU No.,Nov-21,OPD,PPMG Plan,,
Discrete,Sep-21,Mumbai,9/27/2021,Toh-Toh,37780,YES,ION EXCHANGE (INDIA) LIMITED,FMI21M0608,2007706808,40,EJA530E-JCS4N-014EL/MA2,2," 54,000.00 ",11/17/2021,EJA530E,C,S,Std,,N,-,M+T,11/30/2021,PI,,47,Y,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,4,E,L,/MA2,-,,10/25/2021,10/27/2021,MC awtd,,,,,,,ION EXCHANGE (INDIA) LIMITED,200257183,,,,Surmica Mukherjee,,11/30/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Pune,9/27/2021,Toh-Toh,37979,YES,THYSSENKRUPP INDUSTRIES INDIA PVT.LTD,MPI2100551,2007733041,10,EJA110E-JMS5J-912EB,2," 42,914.00 ",11/30/2021,EJA110E,M,S,Std,,N,-,M,---,CREDIT,,49,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,10/25/2021,10/27/2021,MC awtd,,,,,,,PRISM JOHNSON LTD,200300431,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/29/2021,Toh-Toh,38291,YES,INDIAN OIL CORPORATION LIMITED,MBI2101286,2007745867,10,EJA110E-JMS4J-912EB/KU22/A/C3/T13/A1/HAC/HG/JH01,40," 1,596,520.00 ",12/15/2021,EJA110E,M,S,Exotic,,N,-,M,---,CREDIT,,51,Y,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,/KU22/A/C3/T13/A1/HAC/HG/JH01,-,,11/22/2021,11/24/2021,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200257115,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/29/2021,Toh-Toh,38291,YES,INDIAN OIL CORPORATION LIMITED,MBI2101286,2007745867,20,EJA110E-JHS4J-912EB/KU22/A/C3/T13/A1/HAC/HG/JH01,3," 119,739.00 ",12/15/2021,EJA110E,H,S,Exotic,,N,-,M,---,CREDIT,,51,Y,,,,12/31/2021,,EJA110E,J,H,S,4,J,9,1,2,E,B,/KU22/A/C3/T13/A1/HAC/HG/JH01,-,,11/22/2021,11/24/2021,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200257115,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/29/2021,Toh-Toh,38291,YES,INDIAN OIL CORPORATION LIMITED,MBI2101286,2007745867,30,EJA110E-JVS4J-912EB/KU22/A/C3/T13/A1/HAC/HG/JH01,2," 87,428.00 ",12/15/2021,EJA110E,V,S,Exotic,,N,-,M,---,CREDIT,,51,Y,,,,12/31/2021,,EJA110E,J,V,S,4,J,9,1,2,E,B,/KU22/A/C3/T13/A1/HAC/HG/JH01,-,,11/22/2021,11/24/2021,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200257115,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/29/2021,Toh-Toh,38096,YES,AARTI INDUSTRIES LIMITED,MBI2101297,2007747836,10,EJA110E-JMS5G-912EB/KU22/M01/T12,1," 63,875.00 ",1/12/2022,EJA110E,M,S,Exotic,,N,-,M,---,CREDIT,,3,N,,,,12/31/2021,,EJA110E,J,M,S,5,G,9,1,2,E,B,/KU22/M01/T12,-,,10/27/2021,10/29/2021,MC awtd,,,,,,,AARTI INDUSTRIES LIMITED,200324158,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/29/2021,Toh-Toh,38096,YES,AARTI INDUSTRIES LIMITED,MBI2101297,2007747836,20,EJA110E-JMS5G-912EB/KU22/M01/T12,1," 63,875.00 ",1/12/2022,EJA110E,M,S,Exotic,,N,-,M,---,CREDIT,,3,N,,,,12/31/2021,,EJA110E,J,M,S,5,G,9,1,2,E,B,/KU22/M01/T12,-,,10/27/2021,10/29/2021,MC awtd,,,,,,,AARTI INDUSTRIES LIMITED,200324158,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/29/2021,Toh-Toh,38283,YES,SHAH PAPER MILLS LIMITED-UNIT 3,MBI2101278,2007743224,10,EJA110E-JMS5G-912EB,1," 29,750.00 ",12/13/2021,EJA110E,M,S,Std,,Y,-,M,---,PI,,51,N,,,,12/31/2021,,EJA110E,J,M,S,5,G,9,1,2,E,B,,-,,10/27/2021,10/29/2021,MC awtd,,,,,,,SHAH PAPER MILLS LIMITED-UNIT 3,200247504,,,,Salil Sukumaran Akkadan .,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/29/2021,Toh-Toh,38283,YES,SHAH PAPER MILLS LIMITED-UNIT 3,MBI2101278,2007743224,20,EJA530E-JBS4N-012EL,1," 22,000.00 ",12/13/2021,EJA530E,B,S,Std,,Y,-,M,---,PI,,51,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,10/27/2021,10/29/2021,MC awtd,,,,,,,SHAH PAPER MILLS LIMITED-UNIT 3,200247504,,,,Salil Sukumaran Akkadan .,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/29/2021,Toh-Toh,38283,YES,SHAH PAPER MILLS LIMITED-UNIT 3,MBI2101278,2007743224,30,EJA110E-JMS5G-912EB,1," 29,750.00 ",12/13/2021,EJA110E,M,S,Std,,Y,-,M,---,PI,,51,N,,,,12/31/2021,,EJA110E,J,M,S,5,G,9,1,2,E,B,,-,,10/27/2021,10/29/2021,MC awtd,,,,,,,SHAH PAPER MILLS LIMITED-UNIT 3,200247504,,,,Salil Sukumaran Akkadan .,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/29/2021,Toh-Toh,38073,YES,AARTI INDUSTRIES LIMITED,MBI2101272,2007752587,10,EJA110E-JMS4G-912EB/KU22,2," 66,850.00 ",11/29/2021,EJA110E,M,S,Std,,Y,-,M,---,CREDIT,,49,N,,,,12/31/2021,,EJA110E,J,M,S,4,G,9,1,2,E,B,/KU22,-,,10/27/2021,10/29/2021,MC awtd,,,,,,,AARTI INDUSTRIES LIMITED,200158490,,,,Salil Sukumaran Akkadan .,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Sep-21,Bangalore,9/30/2021,Toh-Toh,38028,YES,GRASIM INDUSTRIES LIMITED,FLI21M0504,2007728726,10,EJA110E-JHA4J-912EB/KU22,2," 122,000.00 ",12/29/2021,EJA110E,H,A,Exotic,,N,-,M+T,12/8/2021,CREDIT,,53,Y,,,,12/31/2021,,EJA110E,J,H,A,4,J,9,1,2,E,B,/KU22,-,,11/29/2021,12/1/2021,MC awtd,,,,,,,GRASIM INDUSTRIES LIMITED,200255589,,,,Komaleswara R,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Bangalore,9/30/2021,Toh-Toh,38028,YES,GRASIM INDUSTRIES LIMITED,FLI21M0504,2007728726,80,EJA430E-JAS4J-912EB,1," 45,000.00 ",12/29/2021,EJA430E,A,S,Std,,N,-,M+T,12/8/2021,CREDIT,,53,Y,,,,12/31/2021,,EJA430E,J,A,S,4,J,9,1,2,E,B,,-,,10/27/2021,10/29/2021,MC awtd,,,,,,,GRASIM INDUSTRIES LIMITED,200255589,,,,Komaleswara R,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Pune,9/30/2021,Toh-Toh,36873,YES,THYSSENKRUPP INDUSTRIES INDIA PVT.LTD,FPI21M0552,2007737635,10,EJA110E-JFS5J-912EB,18," 417,582.00 ",12/31/2021,EJA110E,F,S,Std,,N,-,M+TT,11/3/2021,CREDIT,,53,Y,10/25/2021,11/10/2021,,12/31/2021,,EJA110E,J,F,S,5,J,9,1,2,E,B,,-,,11/22/2021,11/24/2021,MC Recd,,,,,,,DALMIA CEMENT (BHARAT) LTD.,200327192,,,,Surmica Mukherjee,,11/30/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Pune,9/30/2021,Toh-Toh,36873,YES,THYSSENKRUPP INDUSTRIES INDIA PVT.LTD,FPI21M0552,2007737635,20,EJA110E-JFS5J-912EB,1," 23,199.00 ",12/31/2021,EJA110E,F,S,Std,,N,-,M+TT,11/3/2021,CREDIT,,53,Y,10/25/2021,11/10/2021,,12/31/2021,,EJA110E,J,F,S,5,J,9,1,2,E,B,,-,,11/22/2021,11/24/2021,MC Recd,,,,,,,DALMIA CEMENT (BHARAT) LTD.,200327192,,,,Surmica Mukherjee,,11/30/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Baroda,9/30/2021,Toh-Toh,38348,YES,DEEPAK NITRITE LIMITED.,MBI2101301,2007752884,4010,EJA110E-JMSWJ-912EB/KU22,1," 255,000.00 ",11/3/2021,EJA110E,M,S,Std,,Y,WIKA,M,---,PI,,45,Y,,,,12/31/2021,,EJA110E,J,M,S,W,J,9,1,2,E,B,/KU22,-,,10/27/2021,10/29/2021,MC awtd,,,,,,,DEEPAK NITRITE LIMITED.,200325613,,,,Salil Sukumaran Akkadan .,,11/30/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Pune,9/30/2021,Toh-Toh,38295,YES,MOJJ ENGINEERING SYSTEMS LTD.,FPI21M0600,2007754705,70,EJA430E-JAS5J-912EB/KU22,8," 206,400.00 ",12/8/2021,EJA430E,A,S,Std,,N,-,M+T,11/25/2021,PDC,,50,N,,,,12/31/2021,,EJA430E,J,A,S,5,J,9,1,2,E,B,/KU22,-,,10/27/2021,10/29/2021,MC awtd,,,,,,,"SAHYADRI STARCH & INDUSTRIES PVT. LTD.,",200199814,,,,Surmica Mukherjee,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Pune,9/30/2021,Toh-Toh,38295,YES,MOJJ ENGINEERING SYSTEMS LTD.,FPI21M0600,2007754705,80,EJA110E-JMS5J-912EB/KU22,20," 560,000.00 ",12/8/2021,EJA110E,M,S,Std,,N,-,M+T,11/25/2021,PDC,,50,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,B,/KU22,-,,10/27/2021,10/29/2021,MC awtd,,,,,,,"SAHYADRI STARCH & INDUSTRIES PVT. LTD.,",200199814,,,,Surmica Mukherjee,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Bangalore,9/30/2021,Toh-Toh,38394,YES,GRASIM INDUSTRIES LIMITED,FLI21M0530,2007759350,200,EJA110E-JMS4J-912EB,3," 85,434.00 ",1/15/2022,EJA110E,M,S,Std,,N,-,M+T,2/12/2022,CREDIT,,3,N,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,,-,,10/27/2021,10/29/2021,MC awtd,,,,,,,GRASIM INDUSTRIES LIMITED,200255588,,,,Komaleswara R,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Sep-21,Bangalore,9/30/2021,Toh-Toh,38394,YES,GRASIM INDUSTRIES LIMITED,FLI21M0530,2007759350,220,EJA530E-JBS7N-012EL,4," 83,732.00 ",1/15/2022,EJA530E,B,S,Std,,N,-,M+T,2/12/2022,CREDIT,,3,N,,,,12/31/2021,,EJA530E,J,B,S,7,N,0,1,2,E,L,,-,,10/27/2021,10/29/2021,MC awtd,,,,,,,GRASIM INDUSTRIES LIMITED,200255588,,,,Komaleswara R,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Nagpur,10/5/2021,Toh-Toh,38262,YES,VANDANA GLOBAL LIMITED,MNI2100084,2007760695,10,EJA110E-JMS4J-912EB,1," 36,485.40 ",10/25/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,44,N,12/6/2021,12/9/2021,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,,-,,11/3/2021,11/5/2021,MC Recd,,,,,,,VANDANA GLOBAL LIMITED,200258458,,,,Surmica Mukherjee,,11/30/2021,#N/A,#N/A,#N/A,
Discrete,Oct-21,Nagpur,10/5/2021,Toh-Toh,38262,YES,VANDANA GLOBAL LIMITED,MNI2100084,2007760695,20,EJA110E-JMS4J-912EB,1," 36,485.40 ",10/25/2021,EJA110E,M,S,Std,,N,-,M,---,PI,,44,N,12/6/2021,12/9/2021,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,,-,,11/3/2021,11/5/2021,MC Recd,,,,,,,VANDANA GLOBAL LIMITED,200258458,,,,Surmica Mukherjee,,11/30/2021,#N/A,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/5/2021,Toh-Toh,38496,YES,SUMITOMO CHEMICAL INDIA LIMITED,MBJ2101339,2007770525,10,EJA110E-JMS4J-912EB/KU22,1," 54,900.00 ",12/30/2021,EJA110E,M,S,Std,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,/KU22,-,,11/3/2021,11/5/2021,MC awtd,,,,,,,SUMITOMO CHEMICAL INDIA LIMITED,200296998,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/8/2021,Toh-Toh,37134,YES,GUJARAT FLUOROCHEMICALS LIMITED,MBH2101001,2007626772,10,EJA530E-JCH4N-012EL,2," 70,000.00 ",10/6/2021,EJA530E,C,H,Exotic,,N,-,M,---,PI,,41,N,,,,12/31/2021,,EJA530E,J,C,H,4,N,0,1,2,E,L,,-,,11/22/2021,11/24/2021,MC awtd,,,,,,,GUJARAT FLUOROCHEMICALS LIMITED,200256904,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/8/2021,Toh-Toh,37868,YES,GUJARAT FLUOROCHEMICALS LIMITED,MBI2101233,2007731716,10,EJA530E-JBS4N-012EL,2," 53,800.00 ",9/15/2021,EJA530E,B,S,Std,,N,-,M,---,PI,,38,Y,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,11/3/2021,11/5/2021,MC awtd,,,,,,,GUJARAT FLUOROCHEMICALS LIMITED,200256904,,,,Salil Sukumaran Akkadan .,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Oct-21,Hyderabad,10/8/2021,Toh-Toh,38498,YES,LINDE INDIA LIMITED,FHJ21M0289,2007770565,20,EJA530E-JCS7N-012EL/KU22/A/K2,1," 43,670.40 ",12/30/2021,EJA530E,C,S,Exotic,,N,-,M+T,12/7/2021,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,C,S,7,N,0,1,2,E,L,/KU22/A/K2,-,,11/3/2021,11/5/2021,MC awtd,,,,,,,LINDE INDIA LIMITED,200267159,,,,Komaleswara R,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Hyderabad,10/8/2021,Toh-Toh,38498,YES,LINDE INDIA LIMITED,FHJ21M0289,2007770565,30,EJA110E-JMS5J-712EB/KU22/K2,1," 53,795.20 ",12/30/2021,EJA110E,M,S,Exotic,,N,-,M+T,12/7/2021,CREDIT,,53,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,7,1,2,E,B,/KU22/K2,-,,11/3/2021,11/5/2021,MC awtd,,,,,,,LINDE INDIA LIMITED,200267159,,,,Komaleswara R,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/11/2021,Toh-Toh,37216,YES,GHCL LIMITED,FBH21M1048,2007652018,20,EJA110E-JMS4G-912EB,1," 32,426.00 ",10/15/2021,EJA110E,M,S,Std,,N,-,M+T,12/10/2021,CREDIT,,42,Y,12/9/2021,12/14/2021,,12/31/2021,,EJA110E,J,M,S,4,G,9,1,2,E,B,,-,,11/9/2021,11/11/2021,MC Recd,,,,,,,GHCL LIMITED,200256857,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/11/2021,Toh-Toh,37216,YES,GHCL LIMITED,FBH21M1048,2007652018,30,EJA110E-JMS4J-912EB,3," 93,789.00 ",10/15/2021,EJA110E,M,S,Std,,N,-,M+T,12/10/2021,CREDIT,,42,Y,12/9/2021,12/14/2021,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,,-,,11/9/2021,11/11/2021,MC Recd,,,,,,,GHCL LIMITED,200256857,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/11/2021,Toh-Toh,37216,YES,GHCL LIMITED,FBH21M1048,2007652018,40,EJA110E-JHS4J-912EB,2," 63,772.00 ",10/15/2021,EJA110E,H,S,Std,,N,-,M+T,12/10/2021,CREDIT,,42,Y,12/9/2021,12/14/2021,,12/31/2021,,EJA110E,J,H,S,4,J,9,1,2,E,B,,-,,11/9/2021,11/11/2021,MC Recd,,,,,,,GHCL LIMITED,200256857,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/11/2021,Toh-Toh,37216,YES,GHCL LIMITED,FBH21M1048,2007652018,50,EJA110E-JHS4J-912EB,2," 65,746.00 ",10/15/2021,EJA110E,H,S,Std,,N,-,M+T,12/10/2021,CREDIT,,42,Y,12/9/2021,12/14/2021,,12/31/2021,,EJA110E,J,H,S,4,J,9,1,2,E,B,,-,,11/9/2021,11/11/2021,MC Recd,,,,,,,GHCL LIMITED,200256857,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/11/2021,Toh-Toh,38272,YES,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LIMITED,FBI21M1294,2007746431,20,EJA530E-JBS7N-012EL/KU22/M15,1," 25,359.00 ",1/20/2022,EJA530E,B,S,Std,,N,-,M+T,12/17/2021,CREDIT,,4,Y,,,,12/31/2021,,EJA530E,J,B,S,7,N,0,1,2,E,L,/KU22/M15,-,,11/9/2021,11/11/2021,MC awtd,,,,,,,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LIMITED,200157881,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/11/2021,Toh-Toh,38272,YES,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LIMITED,FBI21M1294,2007746431,30,EJA530E-JBS7N-012EL/KU22/M15,1," 25,359.00 ",1/20/2022,EJA530E,B,S,Std,,N,-,M+T,12/17/2021,CREDIT,,4,Y,,,,12/31/2021,,EJA530E,J,B,S,7,N,0,1,2,E,L,/KU22/M15,-,,11/9/2021,11/11/2021,MC awtd,,,,,,,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LIMITED,200157881,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/11/2021,Toh-Toh,38388,YES,INDUSTRIAL CONTROLS & SYSTEMS,FKI21M0440,2007754966,20,EJA530E-JBS4N-012EL,9," 205,875.00 ",11/20/2021,EJA530E,B,S,Std,,N,-,M+TT,11/5/2021,PI,,47,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,11/9/2021,11/11/2021,MC awtd,,,,,,,TATA STEEL LIMITED,200138228,,,,Surmica Mukherjee,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/11/2021,Toh-Toh,38388,YES,INDUSTRIAL CONTROLS & SYSTEMS,FKI21M0440,2007754966,30,EJA110E-JFS5J-912EJ,1," 33,175.00 ",11/20/2021,EJA110E,F,S,Std,,N,-,M+TT,11/5/2021,PI,,47,N,,,,12/31/2021,,EJA110E,J,F,S,5,J,9,1,2,E,J,,-,,11/9/2021,11/11/2021,MC awtd,,,,,,,TATA STEEL LIMITED,200138228,,,,Surmica Mukherjee,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/11/2021,Toh-Toh,38388,YES,INDUSTRIAL CONTROLS & SYSTEMS,FKI21M0440,2007754966,70,EJA110E-JMS5J-912EJ,4," 122,700.00 ",11/20/2021,EJA110E,M,S,Std,,N,-,M+TT,11/5/2021,PI,,47,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,E,J,,-,,11/9/2021,11/11/2021,MC awtd,,,,,,,TATA STEEL LIMITED,200138228,,,,Surmica Mukherjee,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/11/2021,Toh-Toh,38388,YES,INDUSTRIAL CONTROLS & SYSTEMS,FKI21M0440,2007754966,80,EJA110E-JFS5J-912EJ,1," 32,675.00 ",11/20/2021,EJA110E,F,S,Std,,N,-,M+TT,11/5/2021,PI,,47,N,,,,12/31/2021,,EJA110E,J,F,S,5,J,9,1,2,E,J,,-,,11/9/2021,11/11/2021,MC awtd,,,,,,,TATA STEEL LIMITED,200138228,,,,Surmica Mukherjee,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/11/2021,Toh-Toh,38388,YES,INDUSTRIAL CONTROLS & SYSTEMS,FKI21M0440,2007754966,100,EJA530E-JBS4N-012EL,2," 45,750.00 ",11/20/2021,EJA530E,B,S,Std,,N,-,M+TT,11/5/2021,PI,,47,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,11/9/2021,11/11/2021,MC awtd,,,,,,,TATA STEEL LIMITED,200138228,,,,Surmica Mukherjee,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/11/2021,Toh-Toh,38388,YES,INDUSTRIAL CONTROLS & SYSTEMS,FKI21M0440,2007754966,110,EJA110E-JFS5J-912EJ,1," 33,175.00 ",11/20/2021,EJA110E,F,S,Std,,N,-,M+TT,11/5/2021,PI,,47,N,,,,12/31/2021,,EJA110E,J,F,S,5,J,9,1,2,E,J,,-,,11/9/2021,11/11/2021,MC awtd,,,,,,,TATA STEEL LIMITED,200138228,,,,Surmica Mukherjee,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Kolkatta,10/11/2021,Toh-Toh,38462,YES,IL&FS PARADIP REFINERY WATER LIMITED,MKJ2100450,2007766250,10,EJA530E-JBS7N-012EL/KU22,1," 33,405.00 ",12/17/2021,EJA530E,B,S,Std,,N,-,M,---,PI,,51,N,12/10/2021,12/15/2021,,12/31/2021,,EJA530E,J,B,S,7,N,0,1,2,E,L,/KU22,-,,11/9/2021,11/11/2021,MC Recd,,,,,,,IL&FS PARADIP REFINERY WATER LIMITED,200310122,,,,Surmica Mukherjee,,11/30/2021,CF-Nov 21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/11/2021,Toh-Toh,38457,YES,AIRRO ENGINEERING CO,FBJ21M1329,2007766419,10,EJA530E-JBS4N-012EL,3," 97,710.00 ",1/5/2022,EJA530E,B,S,Std,,N,-,M+T,11/30/2021,PI,,2,Y,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,11/9/2021,11/11/2021,MC awtd,,,,,,,UPL LIMITED,200296251,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/12/2021,Toh-Toh,38621,YES,UPL LIMITED,MBJ2101365,2007787117,4010,EJA530E-JBS4N-012EN/KU22,2," 108,400.00 ",1/7/2022,EJA530E,B,S,Std,,Y,WIKA,M,---,CREDIT,,2,Y,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,N,/KU22,-,,11/10/2021,11/12/2021,MC awtd,,,,,,,UPL LIMITED,200258386,,,,Salil Sukumaran Akkadan .,,11/30/2021,Dec-21,#N/A,#N/A,
PPMG,Oct-21,Bangalore,10/18/2021,Toh-Toh,38639,NO,MANGALORE CHEMS & FERZS LTD,PLJ2100543,,,EJA530E-JCS4N-012EL/KU22,1, -   ,,EJA530E,C,S,Std,,Y,WIKA,M+T,,,,1,,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22,-,,11/24/2021,11/26/2021,Forecast,,,,,,,,,,,,Jeebkanta Sinha Pachia,,1/31/2022,#N/A,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/18/2021,Toh-Toh,36782,YES,GUJARAT AMBUJA EXPORTS LTD.,FBG21M0922,2007599821,10,EJA530E-JBS4N-012EL,2," 30,556.00 ",12/1/2021,EJA530E,B,S,Std,,N,-,M+T,12/23/2021,CREDIT,,49,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,GUJARAT AMBUJA EXPORTS LTD.,200256902,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/18/2021,Toh-Toh,36782,YES,GUJARAT AMBUJA EXPORTS LTD.,FBG21M0922,2007599821,30,EJA110E-JMS4J-912EB,2," 41,568.00 ",12/1/2021,EJA110E,M,S,Std,,N,-,M+T,12/23/2021,CREDIT,,49,N,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,GUJARAT AMBUJA EXPORTS LTD.,200256902,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/18/2021,Toh-Toh,36782,YES,GUJARAT AMBUJA EXPORTS LTD.,FBG21M0922,2007599821,40,EJA110E-JMS4J-912EB,1," 20,784.00 ",12/1/2021,EJA110E,M,S,Std,,N,-,M+T,12/23/2021,CREDIT,,49,N,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,,-,,11/24/2021,11/26/2021,MC awtd,,,,,,,GUJARAT AMBUJA EXPORTS LTD.,200256902,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
Discrete,Oct-21,Baroda,10/18/2021,Toh-Toh,38564,YES,KUTCH CHEMICAL INDUSTRIES LTD,FBJ21M1362,2007786773,10,EJA110E-JHS4J-912EB/KU22,12," 381,000.00 ",12/25/2021,EJA110E,H,S,Std,,N,-,M+T,11/29/2021,CREDIT,,52,N,12/1/2021,12/6/2021,,12/31/2021,,EJA110E,J,H,S,4,J,9,1,2,E,B,/KU22,-,,11/24/2021,11/26/2021,MC Recd,,,,,,,KUTCH CHEMICAL INDUSTRIES LTD,200135864,,,,Salil Sukumaran Akkadan .,,12/31/2021,Dec-21,#N/A,#N/A,
