Group,Entry Month,Sales Office,DATE OF CREATION (mm/dd/yyyy),Order Category,INDENT / ORD PRO. ID,SAP Entry ,CUSTOMER,SO NO (FAK),YGSP SO NO,SO item No.,MODEL CODE,QTY,SO BASIC VALUE,CDD (mm/dd/yyyy),BASE MODEL,CAP. MOD,WET. Part,CAP. CATG,B/O O R,SEAL Reqt.,SEAL Vendor,M+TT,TRADING FOB,PAYMENT TYPE,INSPN,CDD WEEK,LD Clause,MC DATE (mm/dd/yyyy),Matl Req DATE (mm/dd/yyyy),Txr Category,Billing Month,Part. del. Accept,BASE,Protocol,CAP. Mod,Wet. Part,P-Connect,C-Bolt,Install.,Amp-Hous.,Ele.,IND,Mount,OPTIONS,Tokuchu,"LM Tokuchu 
(Yes / No) ",Parts Avail. Date  (mm/dd/yyyy),LM Readiness Date,MFG Status,"SCH. Date
(mm/dd/yyyy)",FG date   (mm/dd/yyyy),FG Material Status,DESP Date,DESP Month,Remarks,END USER,END USER CODE,Seal Rediness Date,Seal MC Remarks,SO+ITEM,RON / PL,TOKUCHU No.
PPMG,Feb-23,Baroda,02/16/2023,Toh-Toh,54987,YES,SRF LIMITED.,PBB2300097,2008843922,4040,EJA110E-FHSWG-912DB/KS26/EE,20, -   ,06/13/2023,EJA110E,H,S,Std,,Y,,M,,,,25,,04-04-2023,04/14/2023,LM-Safe,04/30/2023,,EJA110E,F,H,S,W,G,9,1,2,D,B,/KS26/EE,-,,,,MC Recd,,,,,,,SRF LIMITED.,200258155,04/24/2023,,2.01E+13,Hari Shankar K,
Discrete,Feb-23,Nagpur,02/21/2023,Toh-Toh,54826,YES,VANDANA GLOBAL LIMITED,FNA2300002,2008803054,10,EJA530E-JBS4N-012EL,2,"79,580.00",04/30/2023,EJA530E,B,S,Std,,N,,M,,PI,,18,N,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,,,MC awtd,,,,,,,VANDANA GLOBAL LIMITED,200258458,,,2.01E+11,Surmica Mukherjee,
Discrete,Feb-23,Baroda,02/21/2023,Toh-Toh,55014,YES,ATUL LIMITED,FBB2300105,2008827039,10,EJA110E-JMS5G-912EB/KU22,1,"43,875.00",05/25/2023,EJA110E,M,S,Std,,N,,M,,PI,,22,Y,,,LM-Cert,04/30/2023,,EJA110E,J,M,S,5,G,9,1,2,E,B,/KU22,-,,,,MC awtd,,,,,,,ATUL LIMITED,200256368,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Feb-23,Baroda,02/21/2023,Toh-Toh,55016,YES,AIRRO ENGINEERING CO,FBB2300108,2008828821,10,EJA110E-JMS4J-912EB,4,"2,42,600.00",05/25/2023,EJA110E,M,S,Std,,N,,M,,PI,,22,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,4,J,9,1,2,E,B,,-,,,,MC awtd,,,,,,,THERMAX LIMITED.,200339145,,,2.01E+11,Salil Sukumaran Akkadan .,
PPMG,Feb-23,Baroda,02/21/2023,Toh-Toh,55008,YES,SRF LIMITED.,PBB2300112,2008843928,4010,EJA530E-FBS4N-012DN/KS26/EE,3, -   ,04-09-2023,EJA530E,B,S,Std,,Y,,M+T,,CREDIT,,15,N,04-04-2023,04-11-2023,LM-Safe,04/30/2023,,EJA530E,F,B,S,4,N,0,1,2,D,N,/KS26/EE,-,,,,MC Recd,,,,,,,SRF LIMITED.,200258155,04-03-2023,,2.01E+13,Hari Shankar K,
PPMG,Feb-23,Delhi,02/21/2023,Toh-Toh,45679,YES,CB&I INDIA PVT. LTD,PDG2200514,2008766870,42990,EJA110E-JHSWG-912EB/KS21,1, -   ,10/19/2022,EJA110E,H,S,Std,,Y,,M+TT,,CREDIT,,43,Y,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA110E,J,H,S,W,G,9,1,2,E,B,/KS21,-,,03/31/2023,,MC Recd,,,,,,,INDIAN OIL CORPORATION LTD. HALDIA,200107658,,,2.01E+14,Selva Kumar D,
PPMG,Feb-23,Delhi,02/21/2023,Toh-Toh,45679,YES,CB&I INDIA PVT. LTD,PDG2200514,2008766870,43000,EJA110E-JHSWG-912EB/KS21,1, -   ,10/19/2022,EJA110E,H,S,Std,,Y,,M+TT,,CREDIT,,43,Y,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA110E,J,H,S,W,G,9,1,2,E,B,/KS21,-,,03/31/2023,,MC Recd,,,,,,,INDIAN OIL CORPORATION LTD. HALDIA,200107658,,,2.01E+14,Selva Kumar D,
PPMG,Feb-23,Delhi,02/23/2023,Toh-Toh,45679,YES,CB&I INDIA PVT. LTD,PDG2200514,2008766870,43090,EJA530E-JDS4N-012NN/KS21,1,"86,385.72",10/19/2022,EJA530E,D,S,Std,,N,,M+TT,,CREDIT,,43,Y,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA530E,J,D,S,4,N,0,1,2,N,N,/KS21,-,,03/31/2023,,MC Recd,,,,,,,INDIAN OIL CORPORATION LTD. HALDIA,200107658,,,2.01E+14,Selva Kumar D,
PPMG,Feb-23,Delhi,02/23/2023,Toh-Toh,45679,YES,CB&I INDIA PVT. LTD,PDG2200514,2008766870,43100,EJA530E-JDS4N-012NN/KS21,1,"86,385.72",10/19/2022,EJA530E,D,S,Std,,N,,M+TT,,CREDIT,,43,Y,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA530E,J,D,S,4,N,0,1,2,N,N,/KS21,-,,03/31/2023,,MC Recd,,,,,,,INDIAN OIL CORPORATION LTD. HALDIA,200107658,,,2.01E+14,Selva Kumar D,
PPMG,Feb-23,Delhi,02/23/2023,Toh-Toh,45679,YES,CB&I INDIA PVT. LTD,PDG2200514,2008766870,43110,EJA530E-JDS4N-012NN/KS21,1,"86,385.72",10/19/2022,EJA530E,D,S,Std,,N,,M+TT,,CREDIT,,43,Y,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA530E,J,D,S,4,N,0,1,2,N,N,/KS21,-,,03/31/2023,,MC Recd,,,,,,,INDIAN OIL CORPORATION LTD. HALDIA,200107658,,,2.01E+14,Selva Kumar D,
PPMG,Feb-23,Delhi,02/23/2023,Toh-Toh,45679,YES,CB&I INDIA PVT. LTD,PDG2200514,2008766870,43133,EJA530E-JDS4N-012NN/KS21,1,"86,385.72",10/19/2022,EJA530E,D,S,Std,,N,,M+TT,,CREDIT,,43,Y,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA530E,J,D,S,4,N,0,1,2,N,N,/KS21,-,,03/31/2023,,MC Recd,,,,,,,INDIAN OIL CORPORATION LTD. HALDIA,200107658,,,2.01E+14,Selva Kumar D,
PPMG,Apr-23,Delhi,04-12-2023,Toh-Toh,45679,YES,CB&I INDIA PVT. LTD,PDG2200514,2008766870,7200,EJA110E-JMSWG-912EB/KS21,1, -   ,10/19/2022,EJA110E,M,S,Std,,N,,M+TT,,CREDIT,,43,Y,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA110E,J,M,S,W,G,9,1,2,E,B,/KS21,-,,03/31/2023,,MC Recd,,,,,,,INDIAN OIL CORPORATION LTD. HALDIA,200107658,,,2.01E+13,Selva Kumar D,
PPMG,Apr-23,Delhi,04-12-2023,Toh-Toh,45679,YES,CB&I INDIA PVT. LTD,PDG2200514,2008766870,7770,EJA530E-JDS4N-012EN/KS21,1, -   ,10/19/2022,EJA530E,D,S,Std,,N,,M+TT,,CREDIT,,43,Y,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA530E,J,D,S,4,N,0,1,2,E,N,/KS21,-,,03/31/2023,,MC Recd,,,,,,,INDIAN OIL CORPORATION LTD. HALDIA,200107658,,,2.01E+13,Selva Kumar D,
PPMG,Apr-23,Delhi,04-12-2023,Toh-Toh,45679,YES,CB&I INDIA PVT. LTD,PDG2200514,2008766870,7780,EJA110E-JVSWG-912EB/KS21,1, -   ,10/19/2022,EJA110E,V,S,Std,,N,,M+TT,,CREDIT,,43,Y,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA110E,J,V,S,W,G,9,1,2,E,B,/KS21,-,,03/31/2023,,MC Recd,,,,,,,INDIAN OIL CORPORATION LTD. HALDIA,200107658,,,2.01E+13,Selva Kumar D,
PPMG,Apr-23,Delhi,04-12-2023,Toh-Toh,45679,YES,CB&I INDIA PVT. LTD,PDG2200514,2008766870,7790,EJA110E-JMSWG-912EB/KS21,1, -   ,10/19/2022,EJA110E,M,S,Std,,N,,M+TT,,CREDIT,,43,Y,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA110E,J,M,S,W,G,9,1,2,E,B,/KS21,-,,03/31/2023,,MC Recd,,,,,,,INDIAN OIL CORPORATION LTD. HALDIA,200107658,,,2.01E+13,Selva Kumar D,
PPMG,Apr-23,Delhi,04-12-2023,Toh-Toh,45679,YES,CB&I INDIA PVT. LTD,PDG2200514,2008766870,7800,EJA110E-JMSWG-912EB/KS21,1, -   ,10/19/2022,EJA110E,M,S,Std,,N,,M+TT,,CREDIT,,43,Y,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA110E,J,M,S,W,G,9,1,2,E,B,/KS21,-,,03/31/2023,,MC Recd,,,,,,,INDIAN OIL CORPORATION LTD. HALDIA,200107658,,,2.01E+13,Selva Kumar D,
PPMG,Apr-23,Delhi,04-12-2023,Toh-Toh,45679,YES,CB&I INDIA PVT. LTD,PDG2200514,2008766870,7810,EJA110E-JVSWG-912EB/KS21,1, -   ,10/19/2022,EJA110E,V,S,Std,,N,,M+TT,,CREDIT,,43,Y,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA110E,J,V,S,W,G,9,1,2,E,B,/KS21,-,,03/31/2023,,MC Recd,,,,,,,INDIAN OIL CORPORATION LTD. HALDIA,200107658,,,2.01E+13,Selva Kumar D,
PPMG,Apr-23,Delhi,04-12-2023,Toh-Toh,45679,YES,CB&I INDIA PVT. LTD,PDG2200514,2008766870,7820,EJA110E-JHSWG-912EB/KS21,1, -   ,10/19/2022,EJA110E,H,S,Std,,N,,M+TT,,CREDIT,,43,Y,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA110E,J,H,S,W,G,9,1,2,E,B,/KS21,-,,03/31/2023,,MC Recd,,,,,,,INDIAN OIL CORPORATION LTD. HALDIA,200107658,,,2.01E+13,Selva Kumar D,
PPMG,Apr-23,Delhi,04-12-2023,Toh-Toh,45679,YES,CB&I INDIA PVT. LTD,PDG2200514,2008766870,7830,EJA110E-JHSWG-912EB/KS21,1, -   ,10/19/2022,EJA110E,H,S,Std,,N,,M+TT,,CREDIT,,43,Y,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA110E,J,H,S,W,G,9,1,2,E,B,/KS21,-,,03/31/2023,,MC Recd,,,,,,,INDIAN OIL CORPORATION LTD. HALDIA,200107658,,,2.01E+13,Selva Kumar D,
PPMG,Apr-23,Delhi,04-12-2023,Toh-Toh,45679,YES,CB&I INDIA PVT. LTD,PDG2200514,2008766870,7840,EJA430E-JASWG-912EB/KS21,1, -   ,10/19/2022,EJA430E,A,S,Std,,N,,M+TT,,CREDIT,,43,Y,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA430E,J,A,S,W,G,9,1,2,E,B,/KS21,-,,03/31/2023,,MC Recd,,,,,,,INDIAN OIL CORPORATION LTD. HALDIA,200107658,,,2.01E+13,Selva Kumar D,
PPMG,Apr-23,Delhi,04-12-2023,Toh-Toh,45679,YES,CB&I INDIA PVT. LTD,PDG2200514,2008766870,7850,EJA110E-JMSWG-912EB/KS21,1, -   ,10/19/2022,EJA110E,M,S,Std,,N,,M+TT,,CREDIT,,43,Y,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA110E,J,M,S,W,G,9,1,2,E,B,/KS21,-,,03/31/2023,,MC Recd,,,,,,,INDIAN OIL CORPORATION LTD. HALDIA,200107658,,,2.01E+13,Selva Kumar D,
PPMG,Apr-23,Delhi,04-12-2023,Toh-Toh,45679,YES,CB&I INDIA PVT. LTD,PDG2200514,2008766870,7860,EJA110E-JHSWG-912EB/KS21,1, -   ,10/19/2022,EJA110E,H,S,Std,,N,,M+TT,,CREDIT,,43,Y,04-12-2023,04/19/2023,LM-Cert,04/30/2023,,EJA110E,J,H,S,W,G,9,1,2,E,B,/KS21,-,,03/31/2023,,MC Recd,,,,,,,INDIAN OIL CORPORATION LTD. HALDIA,200107658,,,2.01E+13,Selva Kumar D,
Discrete,Feb-23,Chennai,02/21/2023,Toh-Toh,54888,YES,FLOWSERVE SANMAR PRIVATE LIMITED,MCA2300026,2008810608,10,EJA530E-FBS4N-01DDN/KS26/X2/T06/M15/HAC/JH01,3,"1,33,551.00",04/26/2023,EJA530E,B,S,Exotic,,N,,M,,CREDIT,,18,N,03-06-2023,03/13/2023,LM-Safe,04/30/2023,,EJA530E,F,B,S,4,N,0,1,D,D,N,/KS26/X2/T06/M15/HAC/JH01,-,,,,MC Recd,,,,,,,INDIAN OIL CORPORATION LIMITED,200257150,,,2.01E+11,Komaleswara R,
Discrete,Feb-23,Delhi,02/22/2023,Toh-Toh,53756,YES,ALPHA ENGINEERING & SYSTEMS,FDB2300049,2008845698,10,EJA110E-JMS5J-912EB,15,"5,25,900.00",05/30/2023,EJA110E,M,S,Std,,N,,M,,PDC,,23,N,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,,,MC awtd,,,,,,,"GANGA PULP & PAPERS PVT. LTD.,",200215159,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Feb-23,Delhi,02/22/2023,Toh-Toh,53756,YES,ALPHA ENGINEERING & SYSTEMS,FDB2300049,2008845698,20,EJA530E-JBS7N-012EL,5,"1,31,125.00",05/30/2023,EJA530E,B,S,Std,,N,,M,,PDC,,23,N,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,7,N,0,1,2,E,L,,-,,,,MC awtd,,,,,,,"GANGA PULP & PAPERS PVT. LTD.,",200215159,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Feb-23,Baroda,02/23/2023,Toh-Toh,55101,YES,MOGLI LABS (INDIA) PVT LTD,FBB2300130,2008842857,10,EJA530E-JBS4N-012EL,1,"24,965.00",03/31/2023,EJA530E,B,S,Std,,N,,M,,CREDIT,,14,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,,,MC awtd,,,,,,,GHCL LIMITED,200256857,,,2.01E+11,Salil Sukumaran Akkadan .,
Discrete,Feb-23,Kolkatta,02/24/2023,Toh-Toh,54977,YES,JK PAPER LIMITED,MKB2300034,2008823124,4010,EJA530E-JBS7N-012EN,2, -   ,05/25/2023,EJA530E,B,S,Std,,Y,,M,,CREDIT,,22,Y,04-04-2023,04-11-2023,LM-Safe,04/30/2023,,EJA530E,J,B,S,7,N,0,1,2,E,N,,-,,,,MC Recd,,,,,,,JK PAPER LIMITED,200257262,04/17/2023,,2.01E+13,Surmica Mukherjee,
Discrete,Feb-23,Pune,02/24/2023,Toh-Toh,55073,YES,ALKYL AMINES CHEMICALS LIMITED,FPB2300075,2008855645,10,EJA110E-JMS5J-912EB/KU22,1,"61,175.00",05-10-2023,EJA110E,M,S,Std,,N,,M,,PI,,20,N,,,LM-Cert,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,/KU22,-,,,,MC awtd,,,,,,,ALKYL AMINES CHEMICALS LIMITED,200256332,,,2.01E+11,Surmica Mukherjee,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,10,EJA110E-JMS5J-912EB,1,"30,433.00",04/30/2023,EJA110E,M,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+11,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,20,EJA110E-JMS5J-912EB,1,"30,433.00",04/30/2023,EJA110E,M,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+11,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,30,EJA110E-JMS5J-912EB,1,"30,433.00",04/30/2023,EJA110E,M,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+11,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,40,EJA110E-JMS5J-912EB,1,"30,433.00",04/30/2023,EJA110E,M,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+11,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,50,EJA110E-JMS5J-912EB,1,"30,433.00",04/30/2023,EJA110E,M,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+11,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,60,EJA110E-JMS5J-912EB,1,"30,433.00",04/30/2023,EJA110E,M,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+11,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,70,EJA110E-JMS5J-912EB,1,"30,433.00",04/30/2023,EJA110E,M,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+11,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,80,EJA110E-JMS5J-912EB,1,"30,433.00",04/30/2023,EJA110E,M,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+11,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,90,EJA110E-JMS5J-912EB,1,"30,433.00",04/30/2023,EJA110E,M,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+11,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,100,EJA110E-JMS5J-912EB,1,"30,433.00",04/30/2023,EJA110E,M,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+12,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,110,EJA110E-JMS5J-912EB,1,"30,433.00",04/30/2023,EJA110E,M,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+12,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,130,EJA530E-JBS4N-012EL,1,"22,594.00",04/30/2023,EJA530E,B,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+12,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,140,EJA530E-JBS4N-012EL,1,"22,594.00",04/30/2023,EJA530E,B,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+12,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,150,EJA530E-JBS4N-012EL,1,"22,594.00",04/30/2023,EJA530E,B,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+12,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,160,EJA530E-JBS4N-012EL,1,"22,594.00",04/30/2023,EJA530E,B,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+12,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,170,EJA530E-JDS4N-012EL,1,"22,594.00",04/30/2023,EJA530E,D,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,D,S,4,N,0,1,2,E,L,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+12,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,180,EJA530E-JDS4N-012EL,1,"22,594.00",04/30/2023,EJA530E,D,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,D,S,4,N,0,1,2,E,L,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+12,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,190,EJA530E-JDS4N-012EL,1,"22,594.00",04/30/2023,EJA530E,D,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,D,S,4,N,0,1,2,E,L,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+12,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,200,EJA530E-JDS4N-012EL,1,"22,594.00",04/30/2023,EJA530E,D,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,D,S,4,N,0,1,2,E,L,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+12,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,210,EJA530E-JDS4N-012EL,1,"22,594.00",04/30/2023,EJA530E,D,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,D,S,4,N,0,1,2,E,L,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+12,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,220,EJA530E-JDS4N-012EL,1,"22,594.00",04/30/2023,EJA530E,D,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,D,S,4,N,0,1,2,E,L,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+12,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,230,EJA530E-JDS4N-012EL,1,"22,594.00",04/30/2023,EJA530E,D,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,D,S,4,N,0,1,2,E,L,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+12,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,240,EJA530E-JDS4N-012EL,1,"22,594.00",04/30/2023,EJA530E,D,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,D,S,4,N,0,1,2,E,L,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+12,Prathapagiri Raviprasad,
PPMG,Feb-23,Pune,02/27/2023,Toh-Toh,52244,YES,THERMAX BABCOCK & WILCOX ENERGY SOLUTIONS LTD,PPL2200809,2008864257,250,EJA530E-JDS4N-012EL,1,"22,594.00",04/30/2023,EJA530E,D,S,Std,,N,,M,,,,18,Y,,,LM-Safe,04/30/2023,,EJA530E,J,D,S,4,N,0,1,2,E,L,,-,,,05/29/2023,MC awtd,,,,,,,RUNGTA MINES LIMITED,200291948,,,2.01E+12,Prathapagiri Raviprasad,
