Plant,Plant Description,Storage Location,Storage Location Description,Material Number,MS Code,Material Description,Sales Document,Sales Document Item,Linkage Number,Stock Quantity,Unit,Serial Number,Stock Amount
2Q00,YIL,9002,Receive MFG KD,F9900RM,,NAME PLATE,,0,,"1,300",ST,,16.96
2Q00,YIL,9002,Receive MFG KD,F9900RL,,SHAFT,,0,,495,ST,,64.88
2Q00,YIL,9002,Receive MFG KD,F9900RJ,,BOLT,,0,,"7,546",ST,,5.16
2Q00,YIL,9002,Receive MFG KD,D0114PB,,VENT SCREW,,0,,"1,600",ST,,49.39
2Q00,YIL,9002,Receive MFG KD,D0114RB,,GASKET,,0,,173,ST,,11.06
2Q00,YIL,9002,Receive MFG KD,D0114RZ,,PLUG,,0,,"1,937",ST,,81.83
2Q00,YIL,9002,Receive MFG KD,D0117XL-A,,U-BOLT ASSY,,0,,823,ST,,56.03
2Q00,YIL,9002,Receive MFG KD,F9145YN,,DAIFLOIL,,0,,9,ST,,833.77
2Q00,YIL,9002,Receive MFG KD,F9200CS,,PLUG,,0,,23,ST,,361.23
2Q00,YIL,9002,Receive MFG KD,F9202SJ,,SILICON GREASE(1KG),,0,,1,L,,"5,383.77"
2Q00,YIL,9002,Receive MFG KD,F9203ZA,,PLUG,,0,,"1,396",ST,,1.47
2Q00,YIL,9002,Receive MFG KD,F9270BJ,,SHAFT,,0,,"2,418",ST,,24.32
2Q00,YIL,9002,Receive MFG KD,F9270BK,,COLLAR,,0,,"3,200",ST,,4.42
2Q00,YIL,9002,Receive MFG KD,F9270HE,,VENT SCREW,,0,,48,ST,,64.14
2Q00,YIL,9002,Receive MFG KD,F9273CZ,,BOLT,,0,,"6,272",ST,,17.70
2Q00,YIL,9002,Receive MFG KD,F9275ED,,VENT PLUG,,0,,115,ST,,292.67
2Q00,YIL,9002,Receive MFG KD,F9275EF,,NUT,,0,,162,ST,,269.08
2Q00,YIL,9002,Receive MFG KD,F9275EG,,NEEDLE,,0,,154,ST,,136.38
2Q00,YIL,9002,Receive MFG KD,F9275ZZ,,LABEL,,0,,70,ST,,7.37
2Q00,YIL,9002,Receive MFG KD,F9299ZZ,,SILICONE RUBBER 100G,,0,,5,ST,,"1,321.05"
2Q00,YIL,9002,Receive MFG KD,F9300AF,,PLATE,,0,,"4,246",ST,,0.74
2Q00,YIL,9002,Receive MFG KD,F9300TE,,BRACKET,,0,,897,ST,,364.92
2Q00,YIL,9002,Receive MFG KD,F9311AG,,LONG VENT PLUG,,0,,48,ST,,978.26
2Q00,YIL,9002,Receive MFG KD,F9311BG,,VENT PLUG,,0,,46,ST,,"1,601.93"
2Q00,YIL,9002,Receive MFG KD,F9900SK,,U-BOLT ASSY,,0,,"2,494",ST,,57.51
2Q00,YIL,9002,Receive MFG KD,F9913ME,,FEED THROUGH CAP,,0,,53,ST,,151.12
2Q00,YIL,9002,Receive MFG KD,F9913MD,,CLAMP ASSY,,0,,"4,435",ST,,27.27
2Q00,YIL,9002,Receive MFG KD,F9913MC,,SCREW,,0,,"4,075",ST,,4.42
2Q00,YIL,9002,Receive MFG KD,F9913MB,,BOLT,,0,,"1,279",ST,,11.80
2Q00,YIL,9002,Receive MFG KD,F9913MA,,SCREW,,0,,"1,171",ST,,2.95
2Q00,YIL,9002,Receive MFG KD,F9913JA,,COVER ASSY,,0,,"1,500",ST,,622.93
2Q00,YIL,9002,Receive MFG KD,F9913DA,,TERMINAL COVER,,0,,23,ST,,572.07
2Q00,YIL,9002,Receive MFG KD,F9913CS,,METER COVER,,0,,90,ST,,391.46
2Q00,YIL,9002,Receive MFG KD,F9913CA,,TERMINAL COVER,,0,,80,ST,,372.29
2Q00,YIL,9002,Receive MFG KD,F9913BL,,CASE,,0,,4,ST,,"1,621.84"
2Q00,YIL,9002,Receive MFG KD,F9913BJ,,CASE,,0,,15,ST,,"1,621.84"
2Q00,YIL,9002,Receive MFG KD,F9913AL,,CASE,,0,,101,ST,,"1,356.45"
2Q00,YIL,9002,Receive MFG KD,F9910LS,,TERMINAL ASSY,,0,,"3,798",ST,,65.61
2Q00,YIL,9002,Receive MFG KD,F9910LE,,O-RING,,0,,"4,131",ST,,6.63
2Q00,YIL,9002,Receive MFG KD,F9903DM,,GASKET,,0,,148,ST,,35.38
2Q00,YIL,9002,Receive MFG KD,F9903DB,,PLUG,,0,,30,ST,,614.82
2Q00,YIL,9002,Receive MFG KD,F9903CZ,,PLUG,,0,,50,ST,,190.94
2Q00,YIL,9002,Receive MFG KD,F9903CP,,VENT SCREW,,0,,30,ST,,513.09
2Q00,YIL,9002,Receive MFG KD,F9903CM,,VENT SCREW,,0,,50,ST,,151.12
2Q00,YIL,9002,Receive MFG KD,F9903BH,,VENT PLUG,,0,,30,ST,,935.51
2Q00,YIL,9002,Receive MFG KD,F9903BD,,VENT PLUG,,0,,34,ST,,257.29
2Q00,YIL,9002,Receive MFG KD,F9900UB,,FLANGE,,0,,45,ST,,"1,432.39"
2Q00,YIL,9002,Receive MFG KD,F9900TY,,FLANGE,,0,,4,ST,,"1,068.20"
2Q00,YIL,9002,Receive MFG KD,F9900TM,,COVER FLANGE (FOR 3RD PARTY'S DFS),,0,,320,ST,,"1,512.73"
2Q00,YIL,9002,Receive MFG KD,F9900TL,,FLANGE,,0,,32,ST,,"1,317.37"
2Q00,YIL,9002,Receive MFG KD,F9900TH,,FLANGE,,0,,35,ST,,"1,058.62"
2Q00,YIL,9002,Receive MFG KD,F9900TE,,FLANGE,,0,,505,ST,,"1,280.52"
2Q00,YIL,9002,Receive MFG KD,F9900TD,,FLANGE,,0,,43,ST,,"1,263.57"
2Q00,YIL,9002,Receive MFG KD,F9900TB,,FLANGE,,0,,"4,665",ST,,"1,069.68"
2Q00,YIL,9002,Receive MFG KD,F9900TA,,FLANGE,,0,,23,ST,,"1,040.19"
2Q00,YIL,9002,Receive MFG KD,F9900SS,,BRACKET,,0,,421,ST,,"1,402.15"
2Q00,YIL,9002,Receive MFG KD,F9900SN,,U-BOLT ASSY,,0,,"1,777",ST,,100.25
2Q00,YIL,9002,Receive MFG KD,F9900AE,,BOLT,,0,,2,ST,,451.90
2Q00,YIL,9002,Receive MFG KD,F9900AC,,BOLT,,0,,"2,067",ST,,61.93
2Q00,YIL,9002,Receive MFG KD,F9900AA,,BOLT (FOR COVER FLANGE),,0,,"4,600",ST,,50.87
