Discrete,Entry Month,Sales Office,DATE OF CREATION (mm/dd/yyyy),Order Category,INDENT / ORD PRO. ID,SAP Entry ,CUSTOMER,SO NO (FAK),YGSP SO NO,SO item No.,MODEL CODE,QTY,SO BASIC VALUE,CDD (mm/dd/yyyy),BASE MODEL,CAP. MOD,WET. Part,CAP. CATG,B/O O R,SEAL Reqt.,SEAL Vendor,M+TT,TRADING FOB,PAYMENT TYPE,INSPN,CDD WEEK,LD Clause,MC DATE (mm/dd/yyyy),Matl Req DATE (mm/dd/yyyy),.,Billing Month,Part. del. Accept,BASE,Protocol,CAP. Mod,Wet. Part,P-Connect,C-Bolt,Install.,Amp-Hous.,Ele.,IND,Mount,OPTIONS,Tokuchu,"LM Tokuchu 
(Yes / No) ",Parts Avail. Date  (mm/dd/yyyy),LM Readiness Date,MFG Status,"SCH. Date
(mm/dd/yyyy)",FG date   (mm/dd/yyyy),FG Material Status,DESP Date,DESP Month,Remarks,END USER,END USER CODE,Seal Rediness Date,Seal MC Remarks,Consolidate,RON / PL,TOKUCHU No.,Nov-21,OPD,PPMG Plan,,
PPMG,Dec-21,Delhi,12/9/2021,Toh-Toh,38796,YES,GREEN POWER INTERNATIONAL PVT LTD,PDJ2100604,2007884384,4030,EJA110E-JMSWJ-912EB,7," 486,766.00 ",12/23/2021,EJA110E,M,S,Std,,Y,WIKA,M+TT,3/29/2022,CREDIT,,52,N,12/30/2021,1/17/2022,,12/31/2021,,EJA110E,J,M,S,W,J,9,1,2,E,B,,-,,1/26/2022,1/28/2022,Sch.,3/1/2022,,,,,,NTPC LIMITED,200265276,2/8/2022,,,Hari Shankar K,,,,,,
PPMG,Dec-21,Delhi,12/9/2021,Toh-Toh,38796,YES,GREEN POWER INTERNATIONAL PVT LTD,PDJ2100604,2007884384,4040,EJA530E-JBS4N-012EN,10," 342,020.00 ",12/23/2021,EJA530E,B,S,Std,,Y,WIKA,M+TT,3/29/2022,CREDIT,,52,N,12/30/2021,1/17/2022,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,N,,-,,1/26/2022,1/28/2022,Sch.,3/1/2022,,,,,,NTPC LIMITED,200265276,2/8/2022,,,Hari Shankar K,,,,,,
PPMG,Dec-21,Delhi,12/9/2021,Toh-Toh,38796,YES,GREEN POWER INTERNATIONAL PVT LTD,PDJ2100604,2007884384,4050,EJA530E-JBS4N-012EN,4," 136,808.00 ",12/23/2021,EJA530E,B,S,Std,,Y,WIKA,M+TT,3/29/2022,CREDIT,,52,N,12/30/2021,1/17/2022,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,N,,-,,1/26/2022,1/28/2022,Sch.,3/1/2022,,,,,,NTPC LIMITED,200265276,2/8/2022,,,Hari Shankar K,,,,,,
PPMG,Dec-21,Delhi,12/9/2021,Toh-Toh,38796,YES,GREEN POWER INTERNATIONAL PVT LTD,PDJ2100604,2007884384,4060,EJA530E-JBS4N-012EL,1," 35,085.00 ",12/23/2021,EJA530E,B,S,Std,,Y,WIKA,M+TT,3/29/2022,CREDIT,,52,N,12/30/2021,1/17/2022,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,1/26/2022,1/28/2022,Sch.,3/1/2022,,,,,,NTPC LIMITED,200265276,2/8/2022,,,Hari Shankar K,,,,,,
PPMG,Dec-21,Delhi,12/9/2021,Toh-Toh,38796,YES,GREEN POWER INTERNATIONAL PVT LTD,PDJ2100604,2007884384,4070,EJA530E-JBS4N-012EL,1," 36,741.00 ",12/23/2021,EJA530E,B,S,Std,,Y,WIKA,M+TT,3/29/2022,CREDIT,,52,N,12/30/2021,1/17/2022,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,1/26/2022,1/28/2022,Sch.,3/1/2022,,,,,,NTPC LIMITED,200265276,2/8/2022,,,Hari Shankar K,,,,,,
PPMG,Dec-21,Delhi,12/9/2021,Toh-Toh,38796,YES,GREEN POWER INTERNATIONAL PVT LTD,PDJ2100604,2007884384,4080,EJA530E-JAS4N-012EN,4," 136,808.00 ",12/23/2021,EJA530E,A,S,Std,,Y,WIKA,M+TT,3/29/2022,CREDIT,,52,N,12/30/2021,1/17/2022,,12/31/2021,,EJA530E,J,A,S,4,N,0,1,2,E,N,,-,,1/26/2022,1/28/2022,Sch.,3/1/2022,,,,,,NTPC LIMITED,200265276,2/8/2022,,,Hari Shankar K,,,,,,
PPMG,Dec-21,Baroda,12/9/2021,Toh-Toh,38416,YES,SIEMENS LIMITED,PBJ21M1380,2007871491,30,EJA110E-JMS5G-912EJ/HAC,1," 32,240.00 ",11/30/2021,EJA110E,M,S,Std,,N,-,M+T,3/29/2022,CREDIT,,49,Y,,,,12/31/2021,,EJA110E,J,M,S,5,G,9,1,2,E,J,/HAC,-,,1/5/2022,1/7/2022,MC awtd,,,,,,,ITC LIMITED,200185603,,,,Jeebkanta Sinha Pachia,,,,,,
Discrete,Dec-21,Mumbai,12/9/2021,Toh-Toh,39125,YES,GHARDA CHEMICALS LIMITED,FMK21M0754,2007867897,20,EJA530E-JBS4N-012EL/KU22,2," 43,326.00 ",1/11/2022,EJA530E,B,S,Std,,N,-,M+T,4/3/2022,CREDIT,,3,N,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22,-,,1/5/2022,1/7/2022,MC awtd,,,,,,,GHARDA CHEMICALS LIMITED,200256851,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Mumbai,12/9/2021,Toh-Toh,39125,YES,GHARDA CHEMICALS LIMITED,FMK21M0754,2007867897,40,EJA110E-JMS4J-912EB/KU22,1," 31,237.00 ",1/11/2022,EJA110E,M,S,Std,,N,-,M+T,4/3/2022,CREDIT,,3,N,,,,1/31/2022,,EJA110E,J,M,S,4,J,9,1,2,E,B,/KU22,-,,1/5/2022,1/7/2022,MC awtd,,,,,,,GHARDA CHEMICALS LIMITED,200256851,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Mumbai,12/9/2021,Toh-Toh,39370,YES,M P ENGINEERING CONSTRUCTIONS (INDIA) PRIVATE LIMITED,FMK21M0800,2007903149,10,EJA530E-JBS4N-014EL/KU22/C2/T06/M15,5," 120,000.00 ",1/31/2022,EJA530E,B,S,Std,,N,-,M+T,2/24/2022,CREDIT,,6,N,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,4,E,L,/KU22/C2/T06/M15,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,HINDUSTAN PETROLEUM CORPORATION LTD,200329559,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Delhi,12/9/2021,Toh-Toh,41622,YES,ALPHA ENGINEERING & SYSTEMS,MDL2100682,2007914277,10,EJA110E-JMS5J-912EB,10," 279,150.00 ",1/25/2022,EJA110E,M,S,Std,,N,-,M,---,PDC,,5,N,,,,1/31/2022,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,BINDALS  PAPERS MILLS LIMITED,200255685,,,,Salil Sukumaran Akkadan .,,,,,,
Discrete,Dec-21,Delhi,12/9/2021,Toh-Toh,41622,YES,ALPHA ENGINEERING & SYSTEMS,MDL2100682,2007914277,20,EJA110E-JMS5J-912EB,2," 55,830.00 ",1/25/2022,EJA110E,M,S,Std,,N,-,M,---,PDC,,5,N,,,,1/31/2022,,EJA110E,J,M,S,5,J,9,1,2,E,B,,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,BINDALS  PAPERS MILLS LIMITED,200255685,,,,Salil Sukumaran Akkadan .,,,,,,
Discrete,Dec-21,Delhi,12/9/2021,Toh-Toh,41622,YES,ALPHA ENGINEERING & SYSTEMS,MDL2100682,2007914277,30,EJA530E-JAS4N-012EL,1," 20,870.00 ",1/25/2022,EJA530E,A,S,Std,,N,-,M,---,PDC,,5,N,,,,1/31/2022,,EJA530E,J,A,S,4,N,0,1,2,E,L,,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,BINDALS  PAPERS MILLS LIMITED,200255685,,,,Salil Sukumaran Akkadan .,,,,,,
Discrete,Dec-21,Delhi,12/9/2021,Toh-Toh,41622,YES,ALPHA ENGINEERING & SYSTEMS,MDL2100682,2007914277,40,EJA530E-JBS4N-012EL,1," 20,870.00 ",1/25/2022,EJA530E,B,S,Std,,N,-,M,---,PDC,,5,N,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,BINDALS  PAPERS MILLS LIMITED,200255685,,,,Salil Sukumaran Akkadan .,,,,,,
Discrete,Dec-21,Baroda,12/9/2021,Toh-Toh,41627,YES,J K TYRE & INDUSTRIES LTD.,MBL2101618,2007923253,10,EJA530E-JCS4N-012EL,2," 46,348.00 ",1/27/2022,EJA530E,C,S,Std,,N,-,M,---,PI,,5,N,,,,1/31/2022,,EJA530E,J,C,S,4,N,0,1,2,E,L,,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,J K TYRE & INDUSTRIES LTD.,200256712,,,,Salil Sukumaran Akkadan .,,,,,,
Discrete,Dec-21,Chennai,12/9/2021,Toh-Toh,41663,YES,ENTECH CONSULTANCY BUREAU (MADRAS) PVT. LTD,MCL2100833,2007926053,10,EJA530E-JCS4N-012DL,2," 39,320.00 ",12/29/2021,EJA530E,C,S,Std,,N,-,M,---,PDC,,53,N,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,D,L,,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,SHIMIZU CORPORATION INDIA PVT LTD,200290802,,,,Komaleswara R,,,,,,
Discrete,Dec-21,Chennai,12/9/2021,Toh-Toh,41663,YES,ENTECH CONSULTANCY BUREAU (MADRAS) PVT. LTD,MCL2100833,2007926053,20,EJA110E-JMS5J-912DB,2," 52,572.00 ",12/29/2021,EJA110E,M,S,Std,,N,-,M,---,PDC,,53,N,,,,12/31/2021,,EJA110E,J,M,S,5,J,9,1,2,D,B,,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,SHIMIZU CORPORATION INDIA PVT LTD,200290802,,,,Komaleswara R,,,,,,
Discrete,Dec-21,Chennai,12/9/2021,Toh-Toh,41640,YES,COROMANDEL INTERNATIONAL LIMITED,MCL2100841,2007929286,10,EJA530E-JCS4N-012EL,2," 49,000.34 ",1/12/2022,EJA530E,C,S,Std,,N,-,M,---,CREDIT,,3,N,,,,1/31/2022,,EJA530E,J,C,S,4,N,0,1,2,E,L,,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,COROMANDEL INTERNATIONAL LIMITED,200255410,,,,Komaleswara R,,,,,,
Discrete,Dec-21,Chennai,12/9/2021,Toh-Toh,41640,YES,COROMANDEL INTERNATIONAL LIMITED,MCL2100841,2007929286,20,EJA530E-JBS4N-012EL,3," 73,500.51 ",1/12/2022,EJA530E,B,S,Std,,N,-,M,---,CREDIT,,3,N,,,,1/31/2022,,EJA530E,J,B,S,4,N,0,1,2,E,L,,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,COROMANDEL INTERNATIONAL LIMITED,200255410,,,,Komaleswara R,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,10,EJA530E-JBS4N-012EL/KU22/X2/A,2," 80,580.00 ",12/31/2021,EJA530E,B,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,20,EJA530E-JCS4N-012EL/KU22/X2/A,2," 80,580.00 ",12/31/2021,EJA530E,C,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,30,EJA530E-JBS4N-012EL/KU22/X2/A,1," 40,290.00 ",12/31/2021,EJA530E,B,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,40,EJA530E-JCS4N-012EL/KU22/X2/A,1," 40,290.00 ",12/31/2021,EJA530E,C,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,50,EJA530E-JBS4N-012EL/KU22/X2/A,1," 40,290.00 ",12/31/2021,EJA530E,B,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,60,EJA530E-JCS4N-012EL/KU22/X2/A,1," 40,290.00 ",12/31/2021,EJA530E,C,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,70,EJA530E-JBS4N-012EL/KU22/X2/A,2," 80,580.00 ",12/31/2021,EJA530E,B,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,80,EJA530E-JCS4N-012EL/KU22/X2/A,2," 80,580.00 ",12/31/2021,EJA530E,C,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,90,EJA530E-JBS4N-012EL/KU22/X2/A,2," 80,580.00 ",12/31/2021,EJA530E,B,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,100,EJA530E-JCS4N-012EL/KU22/X2/A,2," 80,580.00 ",12/31/2021,EJA530E,C,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,110,EJA530E-JBS4N-012EL/KU22/X2/A,2," 80,580.00 ",12/31/2021,EJA530E,B,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,120,EJA530E-JCS4N-012EL/KU22/X2/A,2," 80,580.00 ",12/31/2021,EJA530E,C,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,130,EJA530E-JBS4N-012EL/KU22/X2/A,1," 40,290.00 ",12/31/2021,EJA530E,B,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,140,EJA530E-JCS4N-012EL/KU22/X2/A,1," 40,290.00 ",12/31/2021,EJA530E,C,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,150,EJA530E-JBS4N-012EL/KU22/X2/A,2," 80,580.00 ",12/31/2021,EJA530E,B,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,160,EJA530E-JCS4N-012EL/KU22/X2/A,2," 80,580.00 ",12/31/2021,EJA530E,C,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,170,EJA530E-JBS4N-012EL/KU22/X2/A,1," 40,290.00 ",12/31/2021,EJA530E,B,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,180,EJA530E-JCS4N-012EL/KU22/X2/A,1," 40,290.00 ",12/31/2021,EJA530E,C,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,190,EJA530E-JBS4N-012EL/KU22/X2/A,2," 80,580.00 ",12/31/2021,EJA530E,B,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,200,EJA530E-JCS4N-012EL/KU22/X2/A,2," 80,580.00 ",12/31/2021,EJA530E,C,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,210,EJA530E-JBS4N-012EL/KU22/X2/A,1," 40,290.00 ",12/31/2021,EJA530E,B,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,220,EJA530E-JCS4N-012EL/KU22/X2/A,1," 40,290.00 ",12/31/2021,EJA530E,C,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,230,EJA530E-JBS4N-012EL/KU22/X2/A,1," 40,290.00 ",12/31/2021,EJA530E,B,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,B,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39369,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100724,2007889154,240,EJA530E-JCS4N-012EL/KU22/X2/A,1," 40,290.00 ",12/31/2021,EJA530E,C,S,Exotic,,N,-,M,---,CREDIT,,53,N,,,,12/31/2021,,EJA530E,J,C,S,4,N,0,1,2,E,L,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39367,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100725,2007922640,10,EJA110E-JMS4J-912EB/KU22/X2/A,2," 107,100.00 ",12/31/2021,EJA110E,M,S,Exotic,,N,-,M,---,CREDIT,,53,Y,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39367,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100725,2007922640,20,EJA110E-JMS4J-912EB/KU22/X2/A,1," 53,550.00 ",12/31/2021,EJA110E,M,S,Exotic,,N,-,M,---,CREDIT,,53,Y,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39367,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100725,2007922640,30,EJA110E-JMS4J-912EB/KU22/X2/A,1," 53,550.00 ",12/31/2021,EJA110E,M,S,Exotic,,N,-,M,---,CREDIT,,53,Y,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39367,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100725,2007922640,40,EJA110E-JMS4J-912EB/KU22/X2/A,2," 107,100.00 ",12/31/2021,EJA110E,M,S,Exotic,,N,-,M,---,CREDIT,,53,Y,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39367,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100725,2007922640,50,EJA110E-JMS4J-912EB/KU22/X2/A,2," 107,100.00 ",12/31/2021,EJA110E,M,S,Exotic,,N,-,M,---,CREDIT,,53,Y,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
Discrete,Dec-21,Pune,12/10/2021,Toh-Toh,39367,YES,KIRLOSKAR EBARA PUMPS LIMITED,MPK2100725,2007922640,60,EJA110E-JMS4J-912EB/KU22/X2/A,2," 107,100.00 ",12/31/2021,EJA110E,M,S,Exotic,,N,-,M,---,CREDIT,,53,Y,,,,12/31/2021,,EJA110E,J,M,S,4,J,9,1,2,E,B,/KU22/X2/A,-,,2/22/2022,2/24/2022,MC awtd,,,,,,,INDIAN OIL CORPORATION LIMITED,200213764,,,,Surmica Mukherjee,,,,,,
