Plant,Plant Description,Storage Location,Storage Location Description,Material Number,MS Code,Material Description,Sales Document,Sales Document Item,Linkage Number,Stock Quantity,Unit,Serial Number,Stock Amount
2Q00,YIL,9002,Receive MFG KD,F9913CA,,TERMINAL COVER,,0,,60,ST,,411.17
2Q00,YIL,9002,Receive MFG KD,F9913DA,,TERMINAL COVER,,0,,23,ST,,631.82
2Q00,YIL,9002,Receive MFG KD,F9913JX,,METER COVER,,0,,232,ST,,942.85
2Q00,YIL,9002,Receive MFG KD,F9913MA,,SCREW,,0,,521,ST,,3.26
2Q00,YIL,9002,Receive MFG KD,F9913MB,,BOLT,,0,,974,ST,,13.02
2Q00,YIL,9002,Receive MFG KD,F9913MC,,SCREW,,0,,"3,300",ST,,4.89
2Q00,YIL,9002,Receive MFG KD,F9913MD,,CLAMP ASSY,,0,,"4,335",ST,,30.12
2Q00,YIL,9002,Receive MFG KD,F9913ME,,FEED THROUGH CAP,,0,,47,ST,,166.91
2Q00,YIL,9002,Receive MFG KD,F9900TH,,FLANGE,,0,,103,ST,,"1,169.20"
2Q00,YIL,9002,Receive MFG KD,F9900TF,,FLANGE,,0,,25,ST,,"1,395.56"
2Q00,YIL,9002,Receive MFG KD,F9900TE,,FLANGE,,0,,231,ST,,"1,414.28"
2Q00,YIL,9002,Receive MFG KD,F9900TD,,FLANGE,,0,,100,ST,,"1,395.56"
2Q00,YIL,9002,Receive MFG KD,F9900TB,,FLANGE,,0,,"3,523",ST,,"1,181.42"
2Q00,YIL,9002,Receive MFG KD,F9900TA,,FLANGE,,0,,11,ST,,"1,148.85"
2Q00,YIL,9002,Receive MFG KD,F9900SS,,BRACKET,,0,,419,ST,,"1,548.62"
2Q00,YIL,9002,Receive MFG KD,F9900SN,,U-BOLT ASSY,,0,,705,ST,,110.74
2Q00,YIL,9002,Receive MFG KD,F9900SK,,U-BOLT ASSY,,0,,"2,736",ST,,63.51
2Q00,YIL,9002,Receive MFG KD,F9900SH,,BOLT,,0,,642,ST,,26.87
2Q00,YIL,9002,Receive MFG KD,F9900SG,,SCREW,,0,,133,ST,,51.29
2Q00,YIL,9002,Receive MFG KD,F9900SF,,BRACKET,,0,,"2,849",ST,,444.55
2Q00,YIL,9002,Receive MFG KD,F9900SD,,BRACKET,,0,,94,ST,,577.28
2Q00,YIL,9002,Receive MFG KD,F9900SB,,BRACKET,,0,,143,ST,,765.36
2Q00,YIL,9002,Receive MFG KD,F9900RS,,PLATE,,0,,"5,700",ST,,18.72
